ticker,listed,k,date,ex60,ex120,mom_since
458870,20240619,12,20250704,1.146327408149299,3.1593588309091682,0.5486223662884928
464080,20240625,1,20240724,-0.10479230355310576,1.039963297749047,-0.44660194174757284
464080,20240625,2,20240823,0.5200232110134103,1.2413268212199469,-0.6428571428571428
464080,20240625,3,20240926,0.5930869228900193,0.3397195965125829,-0.46393897364771153
464080,20240625,6,20241230,-0.28620708211748136,-0.25894274668457307,-0.06518723994452147
464080,20240625,9,20250407,0.1526385983103824,-0.13095968152304738,-0.40013869625520115
464080,20240625,12,20250710,-0.22341182231435652,0.37193256044347067,-0.19140083217753123
160190,20240627,1,20240726,-0.14969526646433196,3.0677119995998727,-0.3021108179419525
160190,20240627,2,20240827,0.1818818420723315,1.9950485546239518,-0.28693931398416883
160190,20240627,3,20240930,0.554104207491074,2.2210120925835355,-0.36939313984168864
160190,20240627,6,20250103,0.5282937367463761,0.8551445655732643,0.15369393139841692
160190,20240627,9,20250409,0.10897714690081561,0.44950748785539174,0.695250659630607
160190,20240627,12,20250714,0.863601051011673,0.300823295226188,1.2427440633245381
295310,20240628,1,20240729,0.5021857233124344,1.0640812395454877,-0.43960396039603955
295310,20240628,2,20240828,0.6690517201344514,1.0517481542785212,-0.32128712871287124
295310,20240628,3,20241002,0.9204585413574145,0.35141149528975424,-0.25742574257425743
295310,20240628,6,20250106,-0.3358691122771226,-0.14660980406852886,0.36633663366336644
295310,20240628,9,20250410,0.3814795886898521,0.176913556944851,-0.097029702970297
295310,20240628,12,20250715,-0.2865266968067768,1.2226138027683742,0.5346534653465347
481850,20240701,1,20240730,-0.13961579178932082,-0.23494784888147235,0.032608695652173836
462350,20240702,1,20240731,0.020173487361096698,0.022210508200009138,-0.3468479604449938
462350,20240702,2,20240830,0.11103749676634056,0.09210510066370114,-0.42323856613102595
462350,20240702,3,20241007,0.1106797963166457,0.09129978584527354,-0.46100123609394317
462350,20240702,6,20250108,-0.021506960712566858,-0.1969415741996553,-0.4586526576019777
462350,20240702,9,20250414,-0.2998193789306943,-0.2821970005429566,-0.4272558714462299
462350,20240702,12,20250717,0.028426597021832034,1.0120229035304205,-0.49116192830655125
450330,20240703,1,20240801,-0.3190789876263077,-0.3913925649500557,-0.17784256559766765
450330,20240703,2,20240902,-0.2619144162361553,-0.2771422401742446,-0.27055393586005827
450330,20240703,3,20241008,-0.1767829132770805,-0.055031815374782744,-0.4507288629737609
462870,20240711,1,20240809,-0.2887115217826237,-0.132638841288506,0.008450704225352101
462870,20240711,2,20240910,-0.016876839215599126,-0.020411892372008245,-0.22535211267605637
462870,20240711,3,20241017,0.05610791941515414,-0.10597697105999249,-0.17746478873239435
462870,20240711,6,20250117,-0.08678641007727295,-0.5414897784667627,-0.1253521126760564
462870,20240711,9,20250423,-0.44859419453321714,-0.8297236132320658,-0.252112676056338
462870,20240711,12,20250728,-0.344947802916711,-0.7131755212816878,-0.4091549295774648
373110,20240715,1,20240813,-0.04009344234887391,-0.05056482536967599,-0.340915281939526
373110,20240715,2,20240912,-0.3744188618913489,-0.45162709020009084,-0.16684827022609638
373110,20240715,3,20241021,-0.2521539553595643,-0.3376325279988539,-0.22800326886406974
373110,20240715,6,20250121,-0.09619241277101875,-0.3584698628642944,-0.47058022337237815
