ticker,name,market,date,fw120,ex_idx,mom12_1,mom63,nh252,dlow252,beta60,rv21_pct,size_pct,amt20_pct,dsh,range120_pct,mdd_path,R1_pct
319660,피에스케이,KOSDAQ,20251218,4.738853503184713,4.680805058463483,0.9446627975315898,0.08361774744027306,-0.20625000000000004,0.9407090464547678,1.3716290051210407,0.6751152073732719,0.7672811059907834,0.7542242703533026,30.0,0.858139534883721,-0.22497861420017107,0.9237012987012987
085910,네오티스,KOSDAQ,20251128,4.813528336380256,4.675136350430864,0.45647921849446527,0.7654516640253566,0.0,0.9075342465753424,0.42524035018112494,0.8081039755351682,0.11085626911314984,0.5871559633027523,0.0,0.7110939907550077,-0.21891288160833955,0.7376
046970,우리로,KOSDAQ,20250930,4.9276366435719785,4.669267230081549,0.13153947853226122,-0.0007518796992481702,-0.2491525423728813,0.23169601482854496,0.7325367852334509,0.2548005908419498,0.0775480059084195,0.4815361890694239,,0.30164670658682635,-0.2340290955091714,0.5388845247446976
027360,아주IB투자,KOSDAQ,20251127,4.840579710144928,4.66293609306537,-0.1644768342486974,-0.09223744292237446,-0.4178623718887262,0.033264033264033266,0.9578615482218695,0.11585365853658537,0.45121951219512196,0.0038109756097560975,350.0,0.3663594470046083,-0.35416666666666663,0.18036711891460494
376900,로킷헬스케어,KOSDAQ,20250605,4.8671328671328675,4.652257374794374,,,,,,0.9652425778421434,0.4952932657494569,0.9949312092686459,,,-0.2573221757322176,
092190,서울바이오시스,KOSDAQ,20251119,4.83625730994152,4.652242690124044,-0.4514700745824002,-0.17096774193548392,-0.3700980392156863,0.17620137299771166,0.3722370942459317,0.9504373177842566,0.23542274052478135,0.06997084548104957,,0.4823529411764706,-0.3786127167630058,0.13465952563121653
327260,RF머트리얼즈,KOSDAQ,20251118,4.888261142498431,4.6437585487326505,1.6660528588237569,1.5989502933004012,-0.14922431653949164,3.028715003589375,1.121849346601632,0.8673469387755102,0.29008746355685133,0.6290087463556852,8.0,0.9808682855040471,-0.20977253580454924,0.9471264367816092
437730,삼현,KOSDAQ,20250723,4.8096013018714405,4.6350096906649805,0.6453931854436425,-0.04636785162287482,-0.18975705843729485,1.0704697986577183,0.801337226366275,0.09890859481582538,0.6371077762619373,0.40586630286493863,52.0,0.6098066298342542,-0.2670713201820941,0.7130497476568133
187660,페니트리움바이오,KOSDAQ,20250916,5.0,4.626281740446821,0.23897843849734457,0.6100000000000001,-0.21078431372549022,1.1277533039647576,0.36124185365213485,0.9883810999225406,0.25484120836560803,0.8853601859024013,164.0,0.9033778476040848,-0.4333154793786824,0.27566225165562913
458870,씨어스,KOSDAQ,20250612,4.8188821752265865,4.61217354166521,,0.3546113989637305,0.0,1.284515903530234,1.1423616943213637,0.6470994475138122,0.5034530386740331,0.425414364640884,0.0,0.8050668543279381,-0.1548387096774193,
174900,앱클론,KOSDAQ,20250729,4.955947136563877,4.608889264551733,-0.31625536171113133,0.2331288343558282,-0.3088825214899713,0.654320987654321,0.6861156303047016,0.5863509749303621,0.4763231197771588,0.2938718662952646,339.0,0.6951305575158786,-0.14876033057851235,0.048600883652430045
090710,휴림로봇,KOSDAQ,20250812,4.975560081466395,4.60570379845448,0.2635805055159893,0.18764845605700708,-0.28469241773962806,1.3277467411545625,0.2075975539824113,0.4419970631424376,0.5425844346549192,0.8597650513950074,31.0,0.7965722801788375,-0.37860465116279074,0.4516380655226209
032820,우리기술,KOSDAQ,20250909,4.970695970695971,4.586590328439068,0.6955851166377482,0.7409766454352442,-0.18000000000000005,1.6366559485530545,1.2065862183249039,0.7951142631993696,0.731284475965327,0.9661150512214342,50.0,0.9536,-0.3129770992366412,0.8647058823529412
058610,에스피지,KOSDAQ,20250804,4.94,4.564643125469573,0.04119458764790174,-0.030000000000000027,-0.29403202328966516,0.3464741810105496,1.1364937879023163,0.09563994374120956,0.7137834036568214,0.5527426160337553,,0.5074839629365645,-0.17634173055859803,0.6964951528709918
327260,RF머트리얼즈,KOSDAQ,20250807,4.918960958158345,4.549319182236835,-0.5287592046621211,0.20934035980374333,-0.36107910906298,0.5924862407274467,0.15499337794308188,0.6504360465116279,0.056686046511627904,0.41424418604651164,,0.2551622418879056,-0.2213856182727778,0.04404945904173107
124500,아이티센글로벌,KOSDAQ,20241218,4.681818181818182,4.511483854855764,0.10992890533696931,0.3172866520787747,-0.5053410024650781,0.5697522816166884,0.9921721185339637,0.7072419106317411,0.3505392912172573,0.187211093990755,219.0,0.6561264822134387,-0.2152080344332855,0.4500818330605565
010170,대한광통신,KOSDAQ,20250924,4.8039492242595205,4.5053263826679295,0.5237288075698483,0.6511363636363636,-0.08270202020202022,2.2725225225225225,1.3135896831325358,0.9388971684053651,0.42995529061102833,0.830849478390462,8.0,0.9682779456193353,-0.39164941338854387,0.9404761904761905
