rank,ticker,market,wu_score,n_universe,wu_b_score,wu_b_rank,name,sector,v3_bucket,mcap_조,lv63,nh252_%,mom12_%,r20d_%,amt20_억,foreign_5d_억,foreign_20d_억,inst_5d_억,inst_20d_억,top50,top10pct
956,394800,KOSDAQ,1.403,1212,0.554,1011.0,쓰리빌리언,지주·전문서비스,EXCLUDE,0.19,0.0509,-68.0,5.3,-13.5,15.3,0.1,47.9,-4.5,-51.0,0,0
957,078890,KOSDAQ,1.401,1212,1.096,528.0,가온그룹,반도체·전자부품,OBSERVE,0.09,0.0725,-54.1,82.4,-18.5,17.6,-3.4,-19.6,-0.0,-2.2,0,0
958,408470,KOSDAQ,1.396,1212,,,한패스,금융(은행),OBSERVE,0.06,0.06,,,-24.0,5.3,2.1,13.6,-0.8,-11.5,0,0
959,069540,KOSDAQ,1.395,1212,0.969,676.0,빛과전자,반도체·전자부품,EXCLUDE,0.22,0.1135,-72.3,217.0,-44.7,216.5,4.6,78.8,1.1,-40.5,0,0
960,322310,KOSDAQ,1.395,1212,0.907,740.0,오로스테크놀로지,기계·장비,OBSERVE,0.18,0.0744,-57.3,37.5,-19.9,46.2,-10.5,39.1,1.4,4.3,0,0
961,355690,KOSDAQ,1.393,1212,0.879,760.0,에이텀,반도체·전자부품,EXCLUDE,0.04,0.0507,-48.3,2.7,2.1,15.4,0.9,10.1,0.0,-0.1,0,0
962,211270,KOSDAQ,1.386,1212,0.64,949.0,AP위성,반도체·전자부품,EXCLUDE,0.13,0.0508,-58.4,-3.7,-24.7,17.1,-1.4,4.5,-0.3,-8.2,0,0
963,468530,KOSDAQ,1.385,1212,0.526,1029.0,프로티나,지주·전문서비스,EXCLUDE,0.28,0.0573,-77.0,,-19.7,20.4,4.7,20.4,1.1,22.5,0,0
964,250060,KOSDAQ,1.385,1212,0.707,896.0,모비스,IT서비스,EXCLUDE,0.09,0.0475,-65.6,22.4,-13.2,7.2,2.5,9.3,0.0,0.0,0,0
965,053030,KOSDAQ,1.384,1212,0.231,1141.0,바이넥스,제약·바이오,EXCLUDE,0.24,0.0384,-61.1,-49.8,-4.0,20.2,1.3,117.0,2.8,-111.4,0,0
966,059120,KOSDAQ,1.381,1212,1.011,628.0,아진엑스텍,반도체·전자부품,,0.09,0.0682,-61.6,108.2,-22.8,13.4,-5.6,8.8,0.2,0.2,0,0
967,067170,KOSDAQ,1.38,1212,1.243,369.0,오텍,자동차·부품,,0.07,0.0954,-36.4,19.0,24.9,65.8,-0.7,-16.8,0.0,-7.7,0,0
968,125210,KOSDAQ,1.377,1212,0.852,792.0,아모그린텍,반도체·전자부품,WAIT,0.1,0.0585,-60.0,32.2,-19.1,15.2,-1.4,-16.5,-3.9,-17.5,0,0
969,091810,KOSPI,1.373,1212,0.135,1166.0,,,,0.29,0.0374,-65.4,-60.2,-6.7,13.4,-3.6,-9.3,-2.9,-1.1,0,0
970,432320,KOSPI,1.37,1212,0.132,1168.0,,,,0.21,0.0328,-65.1,-61.6,0.0,14.5,-0.2,1.6,0.6,-53.0,0,0
971,017550,KOSPI,1.369,1212,1.019,616.0,수산세보틱스,기계·장비,OBSERVE,0.12,0.0755,-51.7,38.5,-17.3,33.1,-3.7,-1.2,0.0,-0.5,0,0
972,099220,KOSDAQ,1.365,1212,0.681,912.0,SDN,도매,,0.05,0.0432,-42.7,-33.4,-5.3,18.9,-6.0,-3.8,0.0,0.0,0,0
973,071090,KOSPI,1.365,1212,0.65,939.0,하이스틸,철강·1차금속,EXCLUDE,0.06,0.0423,-48.0,-22.5,2.5,30.0,1.0,-17.3,0.0,-0.0,0,0
974,059270,KOSDAQ,1.364,1212,0.74,878.0,해성에어로보틱스,금속가공,WATCH,0.07,0.0476,-70.3,40.6,-22.3,7.0,3.6,5.2,0.0,0.6,0,0
975,006660,KOSPI,1.361,1212,0.948,694.0,삼성공조,자동차·부품,WAIT,0.09,0.0627,-39.6,-10.5,-10.0,38.2,0.9,-2.0,0.0,-0.1,0,0
976,396300,KOSDAQ,1.359,1212,1.095,530.0,세아메카닉스,금속가공,EXCLUDE,0.09,0.0757,-52.5,64.7,-30.1,21.7,1.9,3.3,-0.0,-1.1,0,0
977,037560,KOSPI,1.359,1212,0.684,910.0,LG헬로비전,방송,WAIT,0.13,0.0536,-50.6,-13.7,-28.3,19.8,-1.4,4.3,-0.0,2.1,0,0
978,003310,KOSDAQ,1.359,1212,0.602,980.0,대주산업,식료품,WAIT,0.06,0.0394,-70.2,13.5,-14.4,6.7,0.4,6.3,0.0,0.0,0,0
979,417010,KOSDAQ,1.356,1212,0.932,710.0,나노팀,기계·장비,EXCLUDE,0.11,0.0661,-64.2,80.7,-39.3,15.1,-1.8,8.0,0.6,1.0,0,0
980,024060,KOSDAQ,1.355,1212,0.403,1086.0,흥구석유,도매,OBSERVE,0.14,0.0405,-72.2,-8.8,-25.5,95.6,10.5,30.9,0.0,-0.1,0,0
981,308080,KOSDAQ,1.351,1212,1.051,585.0,바이젠셀,지주·전문서비스,EXCLUDE,0.11,0.0816,-64.9,225.3,-44.5,22.1,1.2,6.2,0.1,0.0,0,0
982,215100,KOSDAQ,1.348,1212,0.584,992.0,로보로보,전기장비,OBSERVE,0.08,0.0423,-70.9,12.3,-20.9,7.1,1.0,13.0,0.4,0.2,0,0
983,330350,KOSDAQ,1.344,1212,0.743,875.0,위더스제약,제약·바이오,OBSERVE,0.08,0.0508,-48.2,-13.2,-3.0,123.8,3.4,-26.3,0.0,0.7,0,0
984,018290,KOSDAQ,1.341,1212,0.079,1185.0,브이티,화학,,0.42,0.0412,-69.6,-65.9,4.5,20.0,10.2,56.2,3.8,-0.9,0,0
985,402490,KOSDAQ,1.34,1212,0.864,777.0,그린리소스,반도체·전자부품,,0.14,0.0686,-66.0,64.5,-21.1,22.9,3.0,62.5,0.0,-0.1,0,0
986,003010,KOSPI,1.339,1212,0.871,767.0,혜인,도매,WAIT,0.06,0.0545,-44.0,-9.3,-4.8,6.5,1.4,-2.3,-0.6,-2.6,0,0
987,156100,KOSDAQ,1.338,1212,0.422,1075.0,엘앤케이바이오,의료·정밀·광학,WATCH,0.1,0.0374,-71.3,-7.8,-4.0,5.5,0.7,0.8,0.4,-2.8,0,0
988,037270,KOSPI,1.337,1212,0.124,1171.0,YG PLUS,IT서비스,WAIT,0.22,0.0351,-66.7,-56.4,2.8,11.9,1.6,19.5,0.1,0.4,0,0
989,001780,KOSPI,1.335,1212,0.677,914.0,알루코,철강·1차금속,WAIT,0.16,0.0589,-51.2,-13.3,-12.4,12.1,3.7,-12.5,-4.0,-5.7,0,0
990,038460,KOSDAQ,1.329,1212,0.507,1040.0,바이오스마트,반도체·전자부품,WAIT,0.07,0.0373,-58.6,-16.3,-3.9,5.2,-2.3,-4.2,0.0,-0.0,0,0
991,457550,KOSDAQ,1.329,1212,0.423,1074.0,우진엔텍,전문서비스,WAIT,0.16,0.0447,-54.1,-34.9,-13.9,12.6,7.3,11.8,1.2,-0.8,0,0
992,214420,KOSPI,1.328,1212,0.31,1118.0,토니모리,화학,,0.13,0.0364,-56.1,-54.3,2.9,6.1,-1.2,7.6,-0.1,-2.4,0,0
993,413630,KOSDAQ,1.322,1212,1.055,578.0,씨피시스템,고무·플라스틱,OBSERVE,0.09,0.0755,-58.5,105.6,-5.8,75.4,1.2,-14.7,0.2,0.2,0,0
994,002710,KOSPI,1.321,1212,0.45,1061.0,TCC스틸,철강·1차금속,WATCH,0.26,0.0547,-56.5,-25.1,-15.6,9.9,4.3,9.3,0.0,-0.8,0,0
995,044340,KOSDAQ,1.321,1212,0.511,1039.0,위닉스,전기장비,,0.07,0.0387,-47.5,-44.3,18.0,7.1,-0.5,-0.7,0.0,-0.1,0,0
996,037030,KOSDAQ,1.318,1212,1.076,553.0,파워넷,전기장비,WATCH,0.1,0.0852,-58.4,117.1,-24.4,26.1,-5.8,2.7,-0.5,0.3,0,0
997,192410,KOSDAQ,1.317,1212,1.006,637.0,오늘이엔엠,반도체·전자부품,,0.08,0.0713,-59.1,76.3,-26.7,9.9,0.7,-13.2,0.0,0.0,0,0
998,008830,KOSDAQ,1.316,1212,0.524,1032.0,대동기어,기계·장비,,0.09,0.0427,-53.8,-22.6,-12.1,15.1,3.9,3.4,-0.0,-0.7,0,0
999,453450,KOSDAQ,1.316,1212,0.586,989.0,그리드위즈,전문서비스,WAIT,0.11,0.0482,-47.9,-30.5,-2.4,9.2,4.2,0.7,0.0,-0.4,0,0
1000,322180,KOSDAQ,1.311,1212,0.657,934.0,LS티라유텍,출판·SW,EXCLUDE,0.09,0.0496,-58.6,0.0,-20.9,8.7,-2.5,-4.0,0.1,0.2,0,0
1001,064260,KOSDAQ,1.309,1212,0.398,1089.0,다날,출판·SW,,0.32,0.0568,-61.6,-21.8,-14.5,32.8,13.8,83.5,0.5,5.4,0,0
1002,274090,KOSDAQ,1.309,1212,0.878,761.0,켄코아에어로스페이스,조선·기타운송,EXCLUDE,0.16,0.0766,-66.8,72.3,-44.0,114.1,-9.9,73.5,-0.7,-14.3,0,0
1003,138610,KOSDAQ,1.308,1212,0.249,1138.0,나이벡,제약·바이오,WAIT,0.19,0.0398,-68.1,-28.7,-4.2,5.5,2.3,16.4,1.0,2.1,0,0
1004,419050,KOSDAQ,1.305,1212,1.058,573.0,삼기에너지솔루션즈,자동차·부품,,0.1,0.0825,-28.7,-17.3,32.0,185.9,4.2,1.4,-0.0,-0.5,0,0
1005,362320,KOSDAQ,1.304,1212,0.377,1096.0,청담글로벌,도매,,0.1,0.0367,-55.2,-39.6,32.8,5.5,-0.7,-5.4,0.0,-0.8,0,0
1006,094480,KOSDAQ,1.303,1212,0.202,1149.0,갤럭시아머니트리,출판·SW,WATCH,0.2,0.0385,-61.7,-57.4,-5.4,9.5,3.1,33.2,-0.1,-1.0,0,0
1007,016880,KOSPI,1.301,1212,0.305,1122.0,웅진,엔지니어링,,0.16,0.0402,-62.1,-32.1,1.6,7.2,-0.7,-17.4,3.4,18.9,0,0
1008,041020,KOSDAQ,1.297,1212,0.401,1087.0,폴라리스오피스,출판·SW,WAIT,0.15,0.0444,-53.3,-40.5,-7.0,24.2,-9.3,24.7,0.0,-54.4,0,0
1009,475230,KOSDAQ,1.296,1212,0.53,1027.0,엔알비,금속가공,OBSERVE,0.08,0.0419,-74.5,,-31.8,10.1,10.6,7.1,-14.6,-36.0,0,0
1010,389030,KOSDAQ,1.29,1212,0.766,863.0,지니너스,지주·전문서비스,EXCLUDE,0.09,0.0563,-64.3,28.7,-24.1,9.1,-7.0,3.4,-0.2,-4.3,0,0
1011,088130,KOSDAQ,1.289,1212,0.968,679.0,동아엘텍,기계·장비,WAIT,0.09,0.0714,-65.0,119.7,-18.4,12.8,6.2,20.6,-0.6,-1.8,0,0
1012,082270,KOSDAQ,1.287,1212,0.013,1200.0,젬백스,기계·장비,WATCH,0.5,0.043,-82.2,-79.3,-4.3,37.3,-4.9,-48.7,7.0,-0.5,0,0
1013,160190,KOSDAQ,1.275,1212,0.12,1172.0,하이젠알앤엠,전기장비,EXCLUDE,0.6,0.0514,-77.3,-38.7,-22.8,20.5,-0.7,14.3,3.1,18.8,0,0
1014,396470,KOSDAQ,1.274,1212,0.716,891.0,워트,기계·장비,WAIT,0.09,0.0548,-46.5,-18.8,-7.2,6.6,-2.8,-2.3,0.0,-0.3,0,0
1015,058730,KOSPI,1.273,1212,1.091,533.0,다스코,금속가공,,0.07,0.0814,-23.8,-20.6,55.2,304.9,5.6,-30.0,4.4,3.6,0,0
1016,108860,KOSDAQ,1.271,1212,0.341,1111.0,셀바스AI,출판·SW,WAIT,0.2,0.0473,-56.5,-42.3,-13.5,29.1,5.8,64.0,1.4,-26.4,0,0
1017,032940,KOSDAQ,1.27,1212,0.665,923.0,원익,도매,OBSERVE,0.11,0.0551,-59.3,2.5,-3.0,16.8,-1.7,-8.3,0.1,0.1,0,0
1018,140670,KOSDAQ,1.267,1212,0.375,1097.0,알에스오토메이션,반도체·전자부품,WATCH,0.13,0.0426,-63.6,-20.9,-13.6,16.4,-0.1,-28.1,0.5,51.1,0,0
1019,412350,KOSDAQ,1.252,1212,1.08,548.0,레이저쎌,기계·장비,,0.08,0.0935,-59.3,135.1,-7.6,20.7,-9.9,9.7,1.0,-15.3,0,0
1020,100130,KOSDAQ,1.25,1212,0.474,1056.0,동국S&C,금속가공,WAIT,0.09,0.0433,-48.3,-48.1,4.5,10.1,1.3,-4.1,0.0,-0.3,0,0
1021,086960,KOSDAQ,1.25,1212,0.525,1030.0,MDS테크,출판·SW,,0.09,0.0455,-53.0,-23.7,-14.6,10.2,1.1,10.1,-0.0,1.2,0,0
1022,096350,KOSDAQ,1.249,1212,0.426,1073.0,대창솔루션,금속가공,,0.06,0.0369,-56.7,-27.9,-11.8,5.0,-0.2,-8.4,0.1,0.1,0,0
1023,240550,KOSDAQ,1.248,1212,0.331,1114.0,동방메디컬,의료·정밀·광학,,0.12,0.0409,-54.5,-51.8,2.8,6.2,-1.4,-6.0,7.3,-3.0,0,0
1024,131030,KOSDAQ,1.247,1212,0.469,1057.0,옵투스제약,제약·바이오,,0.11,0.0454,-68.9,-5.5,9.1,6.7,3.8,-4.4,0.0,0.0,0,0
1025,025770,KOSDAQ,1.246,1212,0.5,1044.0,한국정보통신,통신,,0.29,0.0648,-51.4,-32.2,3.5,6.5,2.3,-4.9,1.6,6.9,0,0
1026,078160,KOSDAQ,1.241,1212,0.432,1070.0,메디포스트,제약·바이오,EXCLUDE,0.36,0.0644,-67.3,-10.7,-7.0,11.4,0.3,3.3,0.1,0.3,0,0
1027,293780,KOSDAQ,1.241,1212,0.409,1083.0,압타바이오,지주·전문서비스,EXCLUDE,0.13,0.0456,-56.7,-30.5,-7.1,5.1,-1.2,-5.8,0.0,-0.5,0,0
1028,011700,KOSPI,1.241,1212,0.436,1065.0,한신기계,기계·장비,EXCLUDE,0.08,0.0407,-53.5,-34.3,-4.9,15.0,0.5,-12.1,0.0,-0.8,0,0
1029,307870,KOSDAQ,1.239,1212,0.863,779.0,비투엔,출판·SW,,0.08,0.0637,-41.2,-15.4,2.7,5.1,1.8,1.4,0.3,0.3,0,0
1030,388050,KOSDAQ,1.239,1212,0.52,1034.0,지투파워,전기장비,WAIT,0.15,0.0532,-54.8,-20.7,-4.3,27.1,-3.1,-12.2,3.1,9.9,0,0
1031,018470,KOSPI,1.238,1212,0.562,1005.0,조일알미늄,철강·1차금속,,0.12,0.0521,-52.8,-20.3,-19.3,9.3,2.4,4.3,-0.1,-0.4,0,0
1032,380550,KOSDAQ,1.238,1212,0.541,1022.0,뉴로핏,출판·SW,EXCLUDE,0.12,0.0514,-73.7,,-15.0,16.2,2.9,51.8,3.4,-29.6,0,0
1033,198940,KOSDAQ,1.238,1212,1.14,469.0,한주라이트메탈,철강·1차금속,,0.03,0.0824,-41.4,17.9,-24.8,12.7,0.7,-2.2,0.0,0.0,0,0
1034,076610,KOSDAQ,1.232,1212,1.053,584.0,해성옵틱스,의료·정밀·광학,EXCLUDE,0.06,0.0776,-63.0,169.2,-26.5,14.0,-1.2,-7.2,0.0,-14.5,0,0
1035,166480,KOSDAQ,1.23,1212,0.871,768.0,코아스템켐온,제약·바이오,EXCLUDE,0.11,0.0733,-56.7,24.9,-22.4,5.1,-1.6,-2.1,0.2,-0.1,0,0
1036,293580,KOSDAQ,1.229,1212,0.782,853.0,나우IB,금융(은행),WATCH,0.13,0.0708,-56.2,10.0,-9.7,9.4,2.2,7.2,-0.1,-0.2,0,0
1037,008350,KOSPI,1.224,1212,0.617,963.0,남선알미늄,철강·1차금속,EXCLUDE,0.13,0.0584,-66.3,11.1,-20.2,15.7,0.3,7.3,-0.1,1.4,0,0
1038,950250,KOSDAQ,1.224,1212,0.506,1042.0,테라뷰,금융(은행),OBSERVE,0.1,0.0472,-84.1,,-8.8,13.1,-8.4,7.7,0.0,-0.0,0,0
1039,487580,KOSDAQ,1.224,1212,,,,,,0.1,0.0886,,,1.4,31.0,5.7,5.8,-1.2,-23.2,0,0
1040,084670,KOSPI,1.219,1212,0.987,653.0,동양고속,운수·물류,EXCLUDE,0.08,0.078,-78.8,353.5,-28.7,65.3,-2.5,-1.1,0.0,0.0,0,0
1041,317330,KOSDAQ,1.217,1212,0.523,1033.0,덕산테코피아,화학,EXCLUDE,0.23,0.0629,-64.7,-5.2,-20.8,15.1,3.4,-10.2,-6.3,-22.0,0,0
1042,089230,KOSDAQ,1.212,1212,0.967,680.0,THE E&M,IT서비스,EXCLUDE,0.06,0.0702,-65.3,121.3,-26.0,9.1,-0.5,-10.5,0.0,-0.0,0,0
1043,416180,KOSDAQ,1.211,1212,0.481,1053.0,신성에스티,자동차·부품,WATCH,0.18,0.0567,-61.1,-14.5,-20.0,8.7,-6.4,6.2,11.6,0.2,0,0
1044,199820,KOSDAQ,1.207,1212,0.622,959.0,제일일렉트릭,전기장비,OBSERVE,0.18,0.0651,-61.4,1.1,-11.9,24.0,-12.7,-8.9,-0.3,-0.9,0,0
1045,147760,KOSDAQ,1.203,1212,1.142,468.0,피엠티,의료·정밀·광학,EXCLUDE,0.04,0.1043,-57.2,157.9,-21.1,8.9,-6.5,-1.8,7.2,6.6,0,0
1046,064550,KOSDAQ,1.2,1212,0.252,1133.0,바이오니아,제약·바이오,OBSERVE,0.17,0.0437,-60.2,-46.5,-9.9,12.7,1.1,4.4,-0.0,-0.1,0,0
1047,007460,KOSPI,1.197,1212,1.127,492.0,에이프로젠,제약·바이오,EXCLUDE,0.06,1.8243,-63.2,376.9,-18.4,5.5,1.9,8.9,0.0,-2.3,0,0
1048,008970,KOSPI,1.194,1212,0.136,1165.0,KBI동양철관,철강·1차금속,EXCLUDE,0.13,0.0347,-68.3,-46.9,-4.7,30.2,3.7,2.6,-0.1,-1.7,0,0
1049,323350,KOSDAQ,1.181,1212,0.937,705.0,다원넥스뷰,기계·장비,WAIT,0.07,0.0742,-64.7,92.7,-27.6,9.2,-1.3,-10.8,-0.2,-3.6,0,0
1050,418420,KOSDAQ,1.18,1212,0.853,789.0,라온텍,반도체·전자부품,EXCLUDE,0.12,0.0819,-64.6,51.2,-21.1,14.7,6.0,3.5,0.0,-18.1,0,0
1051,005870,KOSPI,1.177,1212,0.386,1092.0,휴니드,반도체·전자부품,EXCLUDE,0.06,0.0386,-56.1,-36.4,-15.6,5.7,-0.7,0.4,0.0,-0.7,0,0
1052,484810,KOSDAQ,1.177,1212,0.441,1063.0,티엑스알로보틱스,기계·장비,EXCLUDE,0.15,0.0527,-60.1,-19.8,-14.9,7.4,-0.3,6.3,1.6,14.8,0,0
1053,220100,KOSDAQ,1.175,1212,0.227,1142.0,퓨쳐켐,제약·바이오,,0.2,0.0468,-73.3,-25.3,-16.1,9.7,4.8,44.8,0.3,-35.2,0,0
1054,056090,KOSDAQ,1.175,1212,0.77,860.0,시지메드텍,의료·정밀·광학,WATCH,0.1,0.0664,-70.0,48.1,-17.8,44.0,5.0,-66.9,1.5,4.5,0,0
1055,002880,KOSPI,1.174,1212,0.806,836.0,,,,0.04,0.0592,-35.4,-33.5,23.9,18.4,-1.9,-0.9,1.6,1.6,0,0
1056,459510,KOSDAQ,1.174,1212,0.538,1024.0,나우로보틱스,기계·장비,EXCLUDE,0.18,0.0621,-60.5,-10.3,-23.4,10.8,-2.1,18.0,0.6,-38.0,0,0
1057,007610,KOSPI,1.169,1212,0.987,651.0,선도전기,전기장비,,0.1,0.1849,-62.1,99.7,0.2,83.6,-14.5,-12.8,-0.0,-0.1,0,0
1058,287840,KOSDAQ,1.166,1212,0.19,1153.0,인투셀,지주·전문서비스,,0.35,0.0537,-67.6,-38.6,4.1,16.4,-5.2,4.4,7.8,-17.0,0,0
1059,389260,KOSDAQ,1.159,1212,0.411,1081.0,대명에너지,건설,,0.24,0.0608,-50.9,-51.7,6.7,94.9,12.2,-31.4,0.4,-23.2,0,0
1060,209640,KOSDAQ,1.158,1212,0.852,791.0,와이제이링크,기계·장비,,0.11,0.0784,-61.0,38.5,-26.6,47.3,8.5,11.3,2.2,15.4,0,0
1061,017860,KOSPI,1.156,1212,0.311,1117.0,DS단석,화학,WATCH,0.21,0.0524,-57.8,-43.3,-17.0,12.6,2.0,12.6,-2.8,-7.1,0,0
1062,217590,KOSPI,1.155,1212,0.608,976.0,티엠씨,전기장비,WAIT,0.29,0.0901,-65.7,,-29.7,107.9,28.0,59.3,-22.0,60.6,0,0
1063,163730,KOSDAQ,1.152,1212,0.672,918.0,핑거,출판·SW,WATCH,0.12,0.064,-58.4,1.5,-21.9,12.0,0.6,-4.4,0.5,-0.3,0,0
1064,398120,KOSDAQ,1.15,1212,0.483,1052.0,에스지헬스케어,의료·정밀·광학,WATCH,0.02,0.0418,-53.1,-28.8,-7.3,6.3,0.1,-0.7,0.0,0.0,0,0
1065,039610,KOSDAQ,1.149,1212,0.481,1055.0,화성밸브,기계·장비,EXCLUDE,0.06,0.0442,-50.8,-37.0,-9.6,5.4,1.7,4.0,0.0,0.3,0,0
1066,267320,KOSDAQ,1.146,1212,0.358,1103.0,나인테크,기계·장비,WATCH,0.12,0.0469,-57.0,-37.4,-18.6,12.0,-0.6,14.2,0.4,-0.1,0,0
1067,071280,KOSDAQ,1.143,1212,0.461,1059.0,로체시스템즈,기계·장비,,0.11,0.0501,-49.5,-45.0,9.7,6.4,-1.9,-2.5,3.5,3.9,0,0
1068,382840,KOSDAQ,1.138,1212,0.585,991.0,원준,기계·장비,WAIT,0.08,0.0529,-51.6,-20.9,-23.7,11.5,0.0,-1.7,0.0,-0.8,0,0
1069,092220,KOSPI,1.135,1212,0.781,854.0,KEC,반도체·전자부품,WATCH,0.14,0.0822,-64.2,31.4,-24.3,33.7,6.3,39.3,-0.0,-2.4,0,0
1070,226590,KOSDAQ,1.123,1212,0.624,957.0,엠디바이스,반도체·전자부품,WATCH,0.13,0.0653,-66.3,11.7,-9.5,11.9,0.8,-4.0,-0.0,-0.4,0,0
1071,282720,KOSDAQ,1.121,1212,0.398,1090.0,금양그린파워,건설,WATCH,0.09,0.0455,-59.8,-25.1,-5.1,15.8,5.2,-26.5,1.3,1.7,0,0
1072,026940,KOSPI,1.12,1212,1.029,608.0,부국철강,철강·1차금속,,0.05,0.0922,-31.0,-16.3,39.0,185.3,11.2,15.9,-0.3,-1.4,0,0
1073,288180,KOSDAQ,1.12,1212,,,,,,0.07,0.0996,,,-24.4,22.3,1.4,-8.4,0.0,3.0,0,0
1074,070300,KOSDAQ,1.119,1212,0.972,671.0,엑스큐어,출판·SW,,0.07,0.0867,-38.9,-9.6,41.7,16.3,-0.8,-8.6,1.1,1.1,0,0
1075,115440,KOSDAQ,1.116,1212,0.904,742.0,우리넷,반도체·전자부품,WATCH,0.08,0.0793,-61.2,50.4,-22.9,34.2,6.9,-0.8,0.1,3.2,0,0
1076,073010,KOSDAQ,1.114,1212,0.362,1102.0,케이에스피,기계·장비,WATCH,0.12,0.0485,-62.3,-24.1,-8.8,7.9,1.0,-11.9,0.0,0.0,0,0
1077,494120,KOSDAQ,1.112,1212,0.55,1014.0,큐리오시스,의료·정밀·광학,,0.19,0.0691,-71.8,,2.5,29.5,24.2,-20.8,-11.9,41.8,0,0
1078,321550,KOSDAQ,1.109,1212,0.621,960.0,티움바이오,지주·전문서비스,EXCLUDE,0.12,0.0638,-69.6,15.4,-25.3,13.7,-0.3,17.1,1.7,-54.8,0,0
1079,091970,KOSDAQ,1.106,1212,1.006,639.0,LSK아이로봇,고무·플라스틱,,0.02,0.0809,-40.2,-3.7,-0.2,7.3,-0.2,-2.1,0.0,0.0,0,0
1080,131400,KOSDAQ,1.104,1212,0.816,823.0,이브이첨단소재,반도체·전자부품,EXCLUDE,0.07,0.0684,-56.4,14.3,-20.1,9.7,0.1,-4.6,0.0,-0.0,0,0
1081,101730,KOSDAQ,1.103,1212,0.427,1071.0,위메이드맥스,출판·SW,,0.37,0.0784,-49.0,-61.5,32.1,21.4,-0.2,1.4,-0.1,-1.3,0,0
1082,048770,KOSDAQ,1.099,1212,1.009,634.0,TPC로보틱스,기계·장비,EXCLUDE,0.05,0.0921,-65.4,162.7,-29.3,10.2,-2.4,13.2,-1.1,-1.6,0,0
1083,066310,KOSDAQ,1.096,1212,0.789,848.0,큐에스아이,반도체·전자부품,WAIT,0.07,0.0672,-58.1,16.4,-18.0,9.6,2.0,21.1,0.2,0.1,0,0
1084,478340,KOSDAQ,1.096,1212,0.519,1035.0,나라스페이스테크놀로지,조선·기타운송,EXCLUDE,0.15,0.0625,-78.8,,-35.3,27.3,12.4,80.4,-5.1,-18.4,0,0
1085,299030,KOSDAQ,1.092,1212,0.354,1105.0,하나기술,기계·장비,,0.11,0.0476,-62.5,-25.0,-17.2,6.7,0.1,-17.2,1.4,2.1,0,0
1086,389020,KOSDAQ,1.092,1212,0.422,1076.0,자람테크놀로지,반도체·전자부품,,0.16,0.0575,-62.5,-17.2,-28.6,15.9,-9.0,29.4,0.3,-40.3,0,0
1087,045520,KOSDAQ,1.091,1212,0.777,857.0,크린앤사이언스,기계·장비,,0.02,0.0607,-33.0,-45.2,30.0,6.1,1.1,0.3,-0.0,-0.0,0,0
1088,054920,KOSDAQ,1.091,1212,0.668,922.0,한컴위드,출판·SW,WAIT,0.09,0.0624,-61.7,8.4,-25.2,12.3,3.5,9.3,-0.2,-0.3,0,0
1089,358570,KOSDAQ,1.089,1212,0.25,1137.0,지아이이노베이션,지주·전문서비스,EXCLUDE,0.56,0.0718,-60.5,-45.9,-20.1,79.6,3.6,-107.2,-26.1,-69.8,0,0
1090,381620,KOSDAQ,1.083,1212,0.649,940.0,제닉스로보틱스,기계·장비,WATCH,0.08,0.0599,-67.4,16.6,-27.8,11.2,-0.2,10.8,-0.0,-0.1,0,0
1091,322510,KOSDAQ,1.082,1212,0.432,1068.0,제이엘케이,출판·SW,EXCLUDE,0.11,0.0522,-54.2,-32.6,8.0,10.7,1.4,-16.3,0.4,16.5,0,0
1092,129920,KOSDAQ,1.074,1212,0.771,859.0,대성하이텍,기계·장비,EXCLUDE,0.08,0.0691,-67.8,41.7,-21.2,13.6,2.1,5.5,0.1,3.5,0,0
1093,052420,KOSDAQ,1.073,1212,0.348,1107.0,오성첨단소재,고무·플라스틱,,0.08,0.0446,-55.0,-44.7,5.0,5.0,-1.0,-5.0,0.5,-0.2,0,0
1094,084110,KOSDAQ,1.059,1212,0.201,1150.0,휴온스글로벌,제약·바이오,,0.33,0.0602,-65.9,-39.1,2.4,11.1,8.6,11.1,-12.0,-8.7,0,0
1095,123420,KOSDAQ,1.052,1212,0.555,1010.0,위메이드플레이,출판·SW,,0.07,0.0539,-45.1,-45.9,6.8,16.5,-4.4,-3.5,0.0,0.0,0,0
1096,456070,KOSDAQ,1.05,1212,0.308,1120.0,이엔셀,제약·바이오,EXCLUDE,0.08,0.0433,-64.3,-27.6,-12.0,5.8,1.3,8.9,0.0,0.7,0,0
1097,331740,KOSDAQ,1.042,1212,0.532,1026.0,아우토크립트,출판·SW,EXCLUDE,0.08,0.0548,-74.4,,-20.7,5.7,2.0,6.6,-1.6,-10.0,0,0
1098,051630,KOSPI,1.042,1212,0.734,881.0,진양화학,고무·플라스틱,EXCLUDE,0.04,0.0625,-51.2,-7.8,-1.4,14.5,0.1,6.6,0.0,0.0,0,0
1099,484870,KOSPI,1.04,1212,0.368,1100.0,엠앤씨솔루션,기계·장비,,0.33,0.0755,-52.0,-58.5,77.7,33.0,-0.1,-57.8,2.6,26.5,0,0
1100,088800,KOSDAQ,1.032,1212,0.545,1017.0,에이스테크,반도체·전자부품,EXCLUDE,0.14,0.0676,-72.5,9.1,-32.0,5.0,-1.9,3.9,0.0,-3.8,0,0
