rank,ticker,market,wu_score,n_universe,wu_b_score,wu_b_rank,name,sector,v3_bucket,mcap_조,lv63,nh252_%,mom12_%,r20d_%,amt20_억,foreign_5d_억,foreign_20d_억,inst_5d_억,inst_20d_억,top50,top10pct
158,006260,KOSPI,2.831,1212,1.519,133.0,LS,금융(은행),WATCH,11.01,0.0568,-36.2,122.1,-4.9,793.8,-884.5,-565.1,1206.4,1424.5,0,0
159,023590,KOSPI,2.828,1212,1.126,495.0,다우기술,IT서비스,,1.65,0.0286,-38.0,8.5,4.5,25.1,-4.9,-11.0,5.4,-19.7,0,0
160,483650,KOSPI,2.828,1212,1.379,233.0,달바글로벌,화학,,2.72,0.0453,-16.2,1.9,18.5,423.2,141.8,145.4,34.8,595.6,0,0
161,281820,KOSPI,2.828,1212,1.81,21.0,케이씨텍,의료·정밀·광학,,1.96,0.0698,-15.9,142.8,67.7,308.8,-151.5,-237.8,223.8,318.1,0,0
162,041960,KOSDAQ,2.825,1212,1.506,147.0,코미팜,제약·바이오,,0.58,0.0425,-24.3,34.3,9.6,24.6,-4.5,-33.7,2.3,-6.8,0,0
163,003540,KOSPI,2.825,1212,1.186,428.0,대신증권,,,1.45,0.033,-39.8,19.0,6.1,36.9,3.5,75.5,23.1,-108.3,0,0
164,005300,KOSPI,2.819,1212,1.07,561.0,롯데칠성,음료,WAIT,0.93,0.0183,-32.1,-10.8,-3.9,25.1,23.2,74.0,-17.3,-121.8,0,0
165,003545,KOSPI,2.817,1212,1.173,442.0,대신증권우,,,0.52,0.0176,-31.0,-1.5,6.0,13.6,3.5,-36.1,-2.0,-6.8,0,0
166,034310,KOSPI,2.817,1212,1.24,373.0,NICE,엔지니어링,WATCH,0.42,0.0208,-26.8,-2.2,-7.3,6.4,-3.7,-2.7,3.4,16.0,0,0
167,097230,KOSPI,2.815,1212,1.447,182.0,HJ중공업,건설,WATCH,1.72,0.047,-42.9,177.1,-4.3,164.1,-192.6,-449.2,60.5,516.3,0,0
168,003230,KOSPI,2.813,1212,1.032,603.0,삼양식품,식료품,,8.27,0.0318,-32.6,-13.6,2.7,572.8,-150.0,-375.0,310.6,731.9,0,0
169,017800,KOSPI,2.813,1212,1.008,635.0,현대엘리베이터,기계·장비,WATCH,2.8,0.0253,-36.0,-10.6,-4.5,174.5,24.0,148.4,-17.0,-224.6,0,0
170,017890,KOSDAQ,2.809,1212,1.516,136.0,한국알콜,화학,,0.27,0.0348,-9.6,14.1,19.0,10.0,23.3,46.2,-1.4,-9.9,0,0
171,365550,KOSPI,2.806,1212,1.106,518.0,ESR켄달스퀘어리츠,,,0.82,0.0229,-29.1,-12.9,-5.0,16.8,-13.7,-26.3,3.5,7.0,0,0
172,084370,KOSDAQ,2.806,1212,1.82,19.0,유진테크,기계·장비,,3.61,0.0795,-23.7,301.3,21.6,620.4,-132.6,-370.4,146.0,554.1,0,0
173,027410,KOSPI,2.804,1212,1.281,324.0,BGF,금융(은행),BUY,0.38,0.0247,-24.7,0.4,-2.6,8.6,0.5,37.1,-0.2,-1.9,0,0
174,006800,KOSPI,2.803,1212,1.349,261.0,미래에셋증권,,,25.04,0.0504,-46.6,151.2,-10.1,1637.9,-579.7,2068.9,1166.8,-420.9,0,0
175,353810,KOSDAQ,2.799,1212,1.495,158.0,이지바이오,식료품,,0.21,0.0278,-21.5,23.6,6.7,6.2,-1.6,-26.1,3.4,19.1,0,0
176,011210,KOSPI,2.799,1212,1.436,192.0,현대위아,자동차·부품,WAIT,1.75,0.0473,-36.3,68.2,-10.5,123.3,39.9,307.2,-8.2,-148.7,0,0
177,030610,KOSPI,2.799,1212,1.285,317.0,교보증권,,,1.2,0.0375,-37.1,30.0,1.1,10.3,-0.6,16.3,3.1,-2.3,0,0
178,192400,KOSPI,2.793,1212,1.049,587.0,쿠쿠홀딩스,금융(은행),,0.92,0.0188,-25.2,-23.4,10.2,6.1,-0.9,-16.6,1.0,19.9,0,0
179,064350,KOSPI,2.791,1212,1.218,389.0,현대로템,조선·기타운송,,21.36,0.0441,-27.2,-4.3,11.8,1139.8,46.9,2154.8,420.6,-207.6,0,0
180,069260,KOSPI,2.788,1212,1.236,377.0,TKG휴켐스,화학,,0.64,0.0318,-26.1,-4.2,1.4,24.5,11.2,-16.0,-4.8,-12.7,0,0
181,053800,KOSDAQ,2.787,1212,1.132,485.0,안랩,출판·SW,WAIT,0.6,0.0224,-23.8,-16.6,-4.4,21.8,-5.9,-3.6,4.2,-47.0,0,0
182,058650,KOSPI,2.785,1212,1.273,329.0,세아홀딩스,철강·1차금속,OBSERVE,0.47,0.0291,-38.8,33.0,-18.9,7.2,-1.0,5.5,3.6,-6.2,0,0
183,136480,KOSDAQ,2.784,1212,1.28,325.0,하림,식료품,,0.29,0.0166,-19.3,-7.8,-0.5,29.0,-1.4,-54.1,0.1,-0.6,0,0
184,034220,KOSPI,2.781,1212,1.443,186.0,LG디스플레이,반도체·전자부품,OBSERVE,5.44,0.0535,-34.8,61.3,-22.4,704.6,-332.9,-571.9,111.5,-118.2,0,0
185,101160,KOSDAQ,2.775,1212,1.474,170.0,월덱스,반도체·전자부품,,0.47,0.041,-17.7,14.8,23.4,41.8,15.9,94.1,23.6,-23.8,0,0
186,004800,KOSPI,2.772,1212,1.478,167.0,효성,금융(은행),,2.77,0.0533,-40.1,149.0,-2.2,60.7,3.4,76.3,21.4,11.0,0,0
187,047050,KOSPI,2.771,1212,1.126,494.0,포스코인터내셔널,도매,WATCH,8.8,0.0386,-42.7,18.7,-8.8,314.3,-182.6,-620.5,215.2,197.0,0,0
188,067310,KOSDAQ,2.769,1212,1.683,56.0,하나마이크론,반도체·전자부품,OBSERVE,2.59,0.066,-31.3,241.6,3.4,1330.5,-438.2,-651.8,55.7,662.1,0,0
189,041830,KOSDAQ,2.768,1212,1.741,37.0,인바디,의료·정밀·광학,,0.78,0.0618,-6.1,62.4,54.6,70.8,-54.7,-139.7,154.6,290.6,0,0
190,031980,KOSDAQ,2.766,1212,1.81,22.0,피에스케이홀딩스,기계·장비,,2.74,0.0807,-23.6,265.3,21.1,425.7,47.7,11.3,175.4,453.3,0,0
191,145990,KOSPI,2.765,1212,1.137,476.0,삼양사,식료품,,0.48,0.0173,-21.8,-18.5,11.2,6.2,3.5,-4.5,13.4,23.9,0,0
192,001060,KOSPI,2.764,1212,1.21,399.0,JW중외제약,제약·바이오,,0.59,0.0306,-35.2,12.8,3.5,13.9,10.5,31.1,2.2,6.6,0,0
193,448730,KOSPI,2.763,1212,1.391,226.0,삼성FN리츠,,,0.51,0.0379,-23.5,12.0,19.1,6.2,-1.0,-2.6,3.3,13.2,0,0
194,079160,KOSPI,2.763,1212,1.064,567.0,CJ CGV,미디어·엔터,,0.75,0.0219,-31.1,-13.2,5.2,15.1,6.3,-29.7,-4.7,-1.2,0,0
195,120110,KOSPI,2.762,1212,1.315,291.0,코오롱인더,화학,WAIT,1.72,0.0431,-43.0,68.3,-5.3,182.7,-18.1,301.9,58.6,-125.4,0,0
196,009420,KOSPI,2.762,1212,1.754,33.0,한올바이오파마,제약·바이오,,2.92,0.0745,-20.9,127.1,10.9,351.3,-255.2,-455.4,274.1,407.6,0,0
197,074600,KOSDAQ,2.761,1212,1.632,74.0,원익QnC,비금속광물(시멘트·유리),WATCH,0.82,0.0558,-26.1,86.2,4.4,195.3,-53.8,56.5,34.7,85.9,0,0
198,053610,KOSDAQ,2.76,1212,1.699,53.0,프로텍,기계·장비,WATCH,0.61,0.0571,-29.1,197.4,3.2,45.3,-15.2,1.2,10.1,65.2,0,0
199,064290,KOSDAQ,2.755,1212,1.947,1.0,인텍플러스,기계·장비,,0.62,0.0775,-6.9,321.7,42.1,222.9,109.5,81.1,9.0,249.8,0,0
200,139480,KOSPI,2.751,1212,1.17,445.0,이마트,소매,,2.35,0.0375,-33.3,3.0,1.3,126.8,35.9,68.5,3.4,-336.4,0,0
201,383800,KOSPI,2.75,1212,1.17,446.0,LX홀딩스,금융(은행),,0.59,0.0283,-22.6,-15.2,0.6,11.7,5.0,2.6,-0.9,-4.0,0,0
202,326030,KOSPI,2.749,1212,0.992,649.0,SK바이오팜,지주·전문서비스,WATCH,6.58,0.0332,-40.3,-5.2,1.9,209.0,4.1,-135.9,50.2,312.2,0,0
203,244920,KOSPI,2.747,1212,1.512,140.0,에이플러스에셋,금융보조,,0.24,0.035,-29.6,53.3,16.9,10.5,3.4,38.9,2.6,49.0,0,0
204,166090,KOSDAQ,2.747,1212,1.613,83.0,하나머티리얼즈,반도체·전자부품,WATCH,1.09,0.0574,-32.1,147.4,-2.8,148.3,2.7,-43.1,-82.3,-1.3,0,0
205,007660,KOSPI,2.743,1212,1.526,130.0,이수페타시스,반도체·전자부품,OBSERVE,7.44,0.062,-37.2,146.0,-4.2,1576.9,-3192.7,-3567.4,4652.0,5078.5,0,0
206,060980,KOSPI,2.742,1212,1.285,320.0,HL홀딩스,금융(은행),WAIT,0.35,0.0281,-26.6,4.1,-4.0,14.0,-5.3,-32.7,0.6,18.5,0,0
207,248070,KOSPI,2.742,1212,1.241,371.0,솔루엠,반도체·전자부품,OBSERVE,0.74,0.0359,-34.4,13.6,-8.3,30.3,-11.9,-8.4,6.2,25.7,0,0
208,294870,KOSPI,2.742,1212,1.105,519.0,IPARK현대산업개발,건설,,1.27,0.0321,-22.7,-20.9,1.4,34.8,13.9,61.8,15.6,-24.8,0,0
209,443060,KOSPI,2.741,1212,1.307,298.0,HD현대마린솔루션,연구개발,OBSERVE,9.33,0.0497,-25.8,6.0,0.2,473.2,-42.1,-123.3,162.9,1148.3,0,0
210,004020,KOSPI,2.74,1212,1.211,397.0,현대제철,철강·1차금속,WATCH,3.79,0.0428,-38.9,21.5,-14.7,238.1,-19.7,32.2,17.5,-377.9,0,0
211,178320,KOSDAQ,2.739,1212,1.488,161.0,서진시스템,전기장비,WATCH,2.99,0.0564,-41.9,221.6,-27.8,1160.2,81.4,813.5,371.9,701.0,0,0
212,102940,KOSDAQ,2.734,1212,1.281,323.0,코오롱생명과학,,,0.56,0.0357,-39.7,40.2,-4.5,15.7,4.1,-41.9,0.4,13.7,0,0
213,092460,KOSDAQ,2.733,1212,1.628,76.0,한라IMS,조선·기타운송,WAIT,0.26,0.043,-28.8,106.7,-13.2,10.9,-1.4,-6.8,-0.4,12.6,0,0
214,004990,KOSPI,2.724,1212,0.993,648.0,롯데지주,금융(은행),WATCH,2.4,0.0291,-37.6,-9.6,-0.2,82.3,-12.9,367.2,14.4,-396.6,0,0
215,000080,KOSPI,2.723,1212,0.963,683.0,하이트진로,음료,,1.06,0.0189,-31.6,-21.0,-4.1,23.3,13.0,33.1,10.9,-1.9,0,0
216,001680,KOSPI,2.722,1212,1.054,580.0,대상,식료품,,0.61,0.0208,-28.7,-17.9,-1.3,19.4,2.4,28.6,5.3,-81.7,0,0
217,104700,KOSPI,2.721,1212,1.246,364.0,한국철강,철강·1차금속,,0.33,0.0263,-19.7,-11.1,14.3,5.2,-0.9,-2.0,6.6,4.9,0,0
218,104830,KOSDAQ,2.718,1212,1.536,124.0,원익머트리얼즈,화학,,0.47,0.047,-31.5,79.9,0.1,37.0,16.3,66.8,-26.8,-75.3,0,0
219,005430,KOSPI,2.717,1212,1.658,67.0,한국공항,운수·물류,,0.27,0.0456,-4.1,38.5,24.8,12.0,-1.1,-4.1,-0.3,-0.6,0,0
220,003670,KOSPI,2.716,1212,1.226,383.0,포스코퓨처엠,전기장비,WATCH,14.19,0.0474,-46.1,61.8,-15.0,557.4,-34.4,500.0,-73.9,-613.1,0,0
221,051900,KOSPI,2.716,1212,0.971,672.0,LG생활건강,화학,,3.71,0.0316,-27.5,-29.0,4.0,145.4,101.1,193.2,88.5,-7.2,0,0
222,036800,KOSDAQ,2.715,1212,1.568,107.0,나이스정보통신,통신,,0.29,0.0421,-9.2,21.7,17.7,5.8,1.4,7.5,1.3,4.2,0,0
223,064960,KOSPI,2.715,1212,1.121,503.0,SNT모티브,자동차·부품,WAIT,0.72,0.03,-31.4,-7.1,0.4,17.5,-1.1,-94.3,1.7,56.2,0,0
224,012630,KOSPI,2.714,1212,1.081,545.0,HDC,금융(은행),,1.25,0.032,-30.3,-13.2,11.9,17.1,1.7,13.5,-0.6,-30.4,0,0
225,001040,KOSPI,2.711,1212,1.248,359.0,CJ,금융(은행),WATCH,4.43,0.0465,-34.5,14.5,-9.7,226.7,-24.8,-152.8,-18.2,-174.5,0,0
226,170920,KOSDAQ,2.71,1212,1.913,5.0,엘티씨,화학,,0.52,0.0737,-15.0,345.4,8.7,214.5,-54.0,6.6,52.4,117.8,0,0
227,090430,KOSPI,2.709,1212,1.007,636.0,아모레퍼시픽,화학,,7.1,0.0359,-26.5,-26.2,15.6,356.5,-101.8,-159.4,937.0,632.3,0,0
228,005180,KOSPI,2.709,1212,1.042,592.0,빙그레,식료품,,0.61,0.0209,-30.0,-16.9,-1.4,15.4,18.5,13.1,-3.6,-40.9,0,0
229,045100,KOSDAQ,2.706,1212,1.706,50.0,한양이엔지,연구개발,,0.56,0.0595,-16.3,68.3,15.6,61.0,1.3,23.7,101.3,139.4,0,0
230,094800,KOSPI,2.704,1212,1.349,262.0,맵스리얼티,금융(은행),OBSERVE,0.52,0.0392,-29.4,17.6,12.8,7.5,0.5,-0.4,2.3,53.0,0,0
231,083450,KOSDAQ,2.702,1212,1.672,62.0,GST,기계·장비,OBSERVE,0.87,0.0623,-29.3,154.7,0.2,189.3,-49.4,139.1,35.2,213.5,0,0
232,095570,KOSPI,2.7,1212,1.349,260.0,AJ네트웍스,미분류,,0.19,0.0211,-21.8,4.5,3.4,6.8,-0.0,-10.5,0.8,6.2,0,0
233,252990,KOSDAQ,2.699,1212,1.703,51.0,샘씨엔에스,반도체·전자부품,WAIT,0.72,0.0627,-26.8,151.6,5.0,129.2,-61.6,-15.4,29.7,-68.0,0,0
234,122900,KOSPI,2.696,1212,1.248,360.0,아이마켓코리아,도매,OBSERVE,0.24,0.0133,-15.8,-13.3,2.6,6.1,4.4,9.2,-0.0,11.1,0,0
235,279570,KOSPI,2.693,1212,,,케이뱅크,금융(은행),WATCH,2.27,0.032,,,2.8,429.9,-17.8,96.1,11.0,993.1,0,0
236,272210,KOSPI,2.693,1212,1.098,526.0,한화시스템,반도체·전자부품,WATCH,15.28,0.0423,-50.3,49.9,-6.5,760.6,18.3,871.2,33.6,-490.8,0,0
237,002900,KOSPI,2.691,1212,1.372,238.0,TYM,기계·장비,,0.27,0.0325,-29.4,20.7,9.3,14.0,6.9,-1.0,-2.9,0.4,0,0
238,032350,KOSPI,2.691,1212,1.074,554.0,롯데관광개발,사업지원,WATCH,1.22,0.0333,-42.3,11.4,-9.3,70.5,-98.0,-13.2,42.6,-103.8,0,0
239,004360,KOSPI,2.684,1212,1.244,367.0,세방,운수·물류,,0.25,0.0194,-22.4,-7.9,0.4,5.4,2.0,2.0,-0.1,-1.0,0,0
240,062040,KOSPI,2.683,1212,1.523,132.0,산일전기,전기장비,OBSERVE,6.34,0.0651,-37.9,157.6,-3.0,761.1,-580.7,-1092.3,324.1,969.0,0,0
241,204610,KOSDAQ,2.679,1212,1.514,137.0,티쓰리,출판·SW,,0.17,0.033,-17.4,21.1,23.3,6.6,1.1,-3.4,7.5,9.2,0,0
242,069620,KOSPI,2.677,1212,0.987,652.0,대웅제약,제약·바이오,,1.54,0.0296,-31.3,-19.9,11.5,54.1,-75.5,-68.6,130.6,111.4,0,0
243,086670,KOSDAQ,2.67,1212,1.667,64.0,비엠티,기계·장비,OBSERVE,0.15,0.0393,-12.8,49.1,8.4,9.4,-7.3,-0.4,1.9,6.2,0,0
244,080220,KOSDAQ,2.669,1212,1.702,52.0,제주반도체,반도체·전자부품,WATCH,3.08,0.0811,-33.4,521.3,-6.5,4404.7,-304.9,-2540.9,11.4,628.1,0,0
245,091700,KOSDAQ,2.667,1212,1.207,401.0,파트론,반도체·전자부품,WATCH,0.3,0.0249,-30.2,0.5,-3.4,16.6,-1.5,-19.7,6.3,3.8,0,0
246,004690,KOSPI,2.666,1212,1.08,546.0,삼천리,전력·가스,,0.43,0.0204,-31.6,-10.6,0.4,14.0,6.3,-12.0,-2.4,-6.1,0,0
247,277810,KOSDAQ,2.664,1212,1.329,280.0,레인보우로보틱스,기계·장비,EXCLUDE,9.31,0.0549,-45.5,112.1,-21.3,606.1,-344.1,-705.4,318.8,-222.6,0,0
248,095340,KOSDAQ,2.661,1212,1.478,166.0,ISC,도매,OBSERVE,3.24,0.0612,-43.7,278.3,-12.7,792.3,2126.5,2647.3,-2224.4,-2830.9,0,0
249,073240,KOSPI,2.659,1212,1.378,234.0,금호타이어,고무·플라스틱,,1.77,0.0518,-18.2,4.0,40.0,185.5,-85.7,-210.9,-21.2,-150.4,0,0
250,451800,KOSPI,2.657,1212,1.296,307.0,한화리츠,,,0.87,0.0439,-29.1,10.0,20.5,10.5,-6.3,-16.7,5.0,24.9,0,0
251,036530,KOSPI,2.653,1212,0.959,685.0,SNT홀딩스,금융(은행),,0.86,0.0244,-40.0,-8.6,13.9,9.7,-2.7,-23.6,1.8,9.2,0,0
252,005680,KOSPI,2.652,1212,1.527,129.0,삼영전자,반도체·전자부품,,0.3,0.0443,-9.1,14.7,24.8,16.7,4.6,10.5,2.1,15.3,0,0
253,009155,KOSPI,2.652,1212,1.752,36.0,삼성전기우,,,1.92,0.0825,-30.8,872.3,22.0,1140.6,275.2,-1130.1,52.0,-212.7,0,0
254,039030,KOSDAQ,2.651,1212,1.602,90.0,이오테크닉스,기계·장비,OBSERVE,4.9,0.0738,-35.0,203.1,0.3,1177.2,2200.0,2675.2,-2916.7,-3254.1,0,0
255,032190,KOSDAQ,2.641,1212,1.122,502.0,다우데이타,도매,,0.73,0.0353,-37.7,6.7,6.0,18.0,6.5,19.7,3.2,-18.4,0,0
256,218410,KOSDAQ,2.641,1212,1.363,249.0,RFHIC,반도체·전자부품,OBSERVE,1.54,0.0513,-48.5,255.4,-23.5,204.8,-3.1,402.1,70.1,-208.3,0,0
257,031430,KOSPI,2.637,1212,1.356,254.0,신세계인터내셔날,소매,OBSERVE,0.46,0.0415,-22.1,5.9,1.7,18.1,5.7,39.6,-1.2,-16.8,0,0
258,035420,KOSPI,2.636,1212,1.071,560.0,NAVER,IT서비스,WATCH,30.84,0.0449,-31.5,-12.0,-29.5,4517.5,317.5,2343.4,-98.0,4041.5,0,0
259,039200,KOSDAQ,2.631,1212,1.188,424.0,오스코텍,제약·바이오,WATCH,1.28,0.0418,-46.1,49.6,-17.7,86.5,-17.5,-52.5,64.4,146.4,0,0
260,009450,KOSPI,2.63,1212,1.136,478.0,경동나비엔,전기장비,WATCH,0.93,0.0374,-31.0,-6.6,-0.8,28.1,15.8,14.4,-13.0,-33.9,0,0
261,347850,KOSDAQ,2.628,1212,1.646,70.0,디앤디파마텍,지주·전문서비스,,3.37,0.0796,-31.7,186.8,-3.4,1602.7,-378.8,-664.5,527.5,1113.7,0,0
262,013030,KOSDAQ,2.627,1212,1.268,332.0,하이록코리아,철강·1차금속,WAIT,0.37,0.0356,-31.9,12.9,-2.3,13.9,4.4,23.0,-4.9,-37.1,0,0
263,440110,KOSDAQ,2.623,1212,1.528,127.0,파두,반도체·전자부품,,3.64,0.0679,-43.4,872.5,-31.9,1006.6,431.3,2213.2,-147.5,-1166.6,0,0
264,064850,KOSDAQ,2.623,1212,1.775,30.0,에프앤가이드,IT서비스,,0.29,0.058,-24.0,208.4,12.1,28.0,-17.6,-35.9,3.3,-19.5,0,0
265,000670,KOSPI,2.623,1212,1.068,562.0,영풍,철강·1차금속,OBSERVE,0.72,0.0329,-44.3,16.0,-13.4,14.0,-0.3,20.3,-3.2,-45.6,0,0
266,001500,KOSPI,2.622,1212,1.203,408.0,현대차증권,,,0.53,0.0366,-37.8,17.5,-0.1,14.9,13.3,32.4,-1.4,-11.8,0,0
267,020560,KOSPI,2.622,1212,1.014,624.0,아시아나항공,운수·물류,,1.59,0.0353,-23.5,-30.8,14.9,16.3,7.0,16.0,20.3,128.3,0,0
268,458870,KOSDAQ,2.618,1212,1.447,184.0,씨어스,의료·정밀·광학,,1.31,0.0565,-45.2,266.6,24.5,119.7,-88.3,-261.7,-58.5,100.9,0,0
269,019010,KOSDAQ,2.617,1212,1.741,38.0,베뉴지,소매,,0.25,0.0539,-21.7,122.0,18.6,8.3,-0.1,5.5,1.0,8.5,0,0
270,302440,KOSPI,2.614,1212,0.869,771.0,SK바이오사이언스,제약·바이오,,2.95,0.0304,-37.4,-21.2,0.7,49.7,25.4,7.1,17.2,2.0,0,0
271,002310,KOSPI,2.614,1212,1.133,482.0,아세아제지,펄프·종이,,0.32,0.0248,-27.9,-12.3,15.7,10.4,-8.7,-3.2,7.3,26.7,0,0
272,000640,KOSPI,2.613,1212,0.959,684.0,동아쏘시오홀딩스,금융(은행),,0.56,0.0202,-30.7,-24.1,3.2,13.6,0.5,44.4,-2.8,-49.8,0,0
273,215200,KOSDAQ,2.613,1212,1.076,551.0,메가스터디교육,교육,,0.42,0.0256,-22.2,-24.4,10.8,21.7,-1.5,30.5,9.3,-49.9,0,0
274,300720,KOSPI,2.612,1212,0.929,714.0,한일시멘트,비금속광물(시멘트·유리),,1.04,0.0271,-33.8,-21.7,3.8,20.4,-6.8,-18.3,7.0,-12.9,0,0
275,000720,KOSPI,2.611,1212,1.397,220.0,현대건설,건설,WATCH,12.81,0.0629,-39.1,72.9,-1.3,1187.4,31.5,-227.3,386.2,-104.2,0,0
276,001750,KOSPI,2.61,1212,1.316,290.0,,,,0.27,0.0341,-32.3,19.6,-0.2,7.2,4.8,-5.6,3.2,-10.5,0,0
277,016610,KOSPI,2.606,1212,1.185,433.0,,,,0.43,0.0343,-42.5,29.0,0.0,13.0,3.2,31.8,-2.6,-31.0,0,0
278,001200,KOSPI,2.602,1212,1.403,217.0,,,,0.44,0.0454,-28.9,24.5,8.2,28.2,4.3,-11.2,0.2,18.5,0,0
279,018880,KOSPI,2.6,1212,1.451,179.0,한온시스템,기계·장비,,3.87,0.0638,-34.2,59.9,-12.1,683.0,-131.0,-381.0,58.1,111.1,0,0
280,006040,KOSPI,2.598,1212,0.853,790.0,동원산업,금융(은행),,1.5,0.0252,-35.4,-27.2,5.4,24.7,-25.9,52.1,49.0,39.8,0,0
281,160980,KOSDAQ,2.596,1212,1.792,27.0,싸이맥스,기계·장비,,0.4,0.067,-21.9,183.9,4.2,111.1,-85.6,-69.1,72.4,238.8,0,0
282,259960,KOSPI,2.596,1212,0.832,813.0,크래프톤,출판·SW,,10.82,0.0338,-35.8,-28.8,-4.1,314.6,-141.6,0.9,351.6,-54.8,0,0
283,011070,KOSPI,2.595,1212,1.509,144.0,LG이노텍,반도체·전자부품,OBSERVE,20.24,0.0761,-44.1,664.7,-21.9,4537.9,1694.4,1595.4,-861.1,-1458.0,0,0
284,028100,KOSPI,2.595,1212,1.239,374.0,동아지질,건설,,0.23,0.0263,-7.4,-17.8,30.0,8.5,0.6,-12.8,15.4,64.8,0,0
285,000155,KOSPI,2.593,1212,1.382,231.0,두산우,,,1.91,0.056,-35.2,46.3,-12.0,77.8,28.2,-30.0,1.8,12.6,0,0
286,219130,KOSDAQ,2.59,1212,1.858,12.0,타이거일렉,반도체·전자부품,,0.39,0.0737,-20.6,307.4,28.1,85.1,-56.8,-113.2,38.5,92.7,0,0
287,100120,KOSDAQ,2.581,1212,1.384,229.0,뷰웍스,의료·정밀·광학,,0.21,0.0354,-27.5,18.1,0.2,6.8,2.3,8.9,-0.1,4.4,0,0
288,267290,KOSPI,2.58,1212,1.359,253.0,경동도시가스,전력·가스,,0.12,0.0144,-18.0,0.7,-1.5,5.9,1.4,-3.5,-0.6,-29.8,0,0
289,000120,KOSPI,2.579,1212,0.811,828.0,CJ대한통운,운수·물류,WAIT,1.74,0.024,-47.6,-7.9,-1.5,45.1,-8.1,-42.1,10.6,-59.6,0,0
290,000400,KOSPI,2.574,1212,1.371,239.0,롯데손해보험,,,0.65,0.0496,-23.5,9.4,18.1,18.2,-5.3,-16.6,1.8,-0.7,0,0
291,323410,KOSPI,2.572,1212,0.724,886.0,카카오뱅크,금융(은행),,10.69,0.0277,-38.8,-37.7,-1.5,253.7,97.8,265.1,91.5,140.3,0,0
292,082740,KOSPI,2.569,1212,1.384,228.0,한화엔진,기계·장비,,4.41,0.0621,-40.9,88.6,2.5,487.5,-497.4,-816.5,212.9,9.0,0,0
293,457190,KOSPI,2.566,1212,1.212,396.0,이수스페셜티케미컬,화학,WAIT,1.97,0.0483,-49.8,98.8,-16.0,126.2,-44.8,93.5,33.2,-35.0,0,0
294,005070,KOSPI,2.565,1212,1.255,351.0,코스모신소재,화학,WATCH,1.33,0.0487,-38.9,30.1,-1.6,55.2,30.9,97.2,11.9,-32.8,0,0
295,029460,KOSPI,2.564,1212,1.479,164.0,케이씨,의료·정밀·광학,,0.33,0.0476,-24.6,28.9,9.4,15.5,-4.6,0.9,11.4,14.2,0,0
296,002790,KOSPI,2.564,1212,0.909,736.0,아모레퍼시픽홀딩스,화학,,1.86,0.0333,-30.5,-31.2,14.1,38.2,18.8,98.6,19.0,-29.1,0,0
297,194370,KOSPI,2.562,1212,1.227,382.0,제이에스코퍼레이션,가죽·신발,,0.36,0.0359,-19.9,-12.5,25.4,18.0,-7.2,-62.4,26.2,114.0,0,0
298,007690,KOSPI,2.562,1212,1.275,328.0,국도화학,화학,,0.34,0.0374,-16.0,-10.6,23.8,7.3,-2.6,-8.7,7.2,34.7,0,0
299,037460,KOSDAQ,2.559,1212,1.587,98.0,삼지전자,반도체·전자부품,WATCH,0.57,0.0616,-37.9,279.5,-14.6,46.5,-18.3,24.2,3.6,37.8,0,0
300,375500,KOSPI,2.557,1212,1.397,219.0,DL이앤씨,건설,BUY,2.58,0.0609,-35.0,48.6,-1.3,497.6,118.8,92.4,98.9,168.8,0,0
301,003550,KOSPI,2.556,1212,1.311,295.0,LG,금융(은행),WATCH,15.3,0.0618,-39.0,44.8,-11.2,643.6,153.6,2828.1,-11.6,-1817.4,0,0
302,066970,KOSPI,2.555,1212,1.251,355.0,엘앤에프,전기장비,EXCLUDE,4.19,0.0545,-51.5,157.6,-17.0,466.4,-113.3,845.8,111.6,-1108.2,0,0
303,462870,KOSPI,2.554,1212,0.852,795.0,시프트업,출판·SW,,2.04,0.0309,-30.6,-40.3,15.4,53.3,19.3,23.4,40.2,120.9,0,0
304,071320,KOSPI,2.553,1212,0.852,794.0,지역난방공사,전력·가스,,0.79,0.0224,-39.3,-19.6,4.0,9.1,-2.1,-21.5,0.4,5.4,0,0
305,123890,KOSPI,2.553,1212,1.106,517.0,,,,0.27,0.023,-26.0,-16.6,5.7,7.9,1.8,0.2,0.1,20.9,0,0
306,356860,KOSDAQ,2.551,1212,1.513,139.0,티엘비,반도체·전자부품,,0.7,0.0596,-43.4,399.1,-23.9,202.4,35.7,147.7,-190.4,-484.3,0,0
307,004490,KOSPI,2.55,1212,0.996,645.0,세방전지,전기장비,WATCH,0.72,0.0332,-29.7,-22.4,4.9,45.9,12.4,98.4,3.1,-98.0,0,0
308,068760,KOSDAQ,2.548,1212,0.818,821.0,셀트리온제약,제약·바이오,,1.84,0.0278,-45.4,-12.3,2.1,38.9,-19.9,2.2,18.4,6.0,0,0
309,034830,KOSPI,2.546,1212,1.111,512.0,,,,0.29,0.0262,-33.4,-5.2,4.8,6.6,3.8,-8.8,0.6,-3.3,0,0
310,340570,KOSDAQ,2.546,1212,1.288,313.0,티앤엘,제약·바이오,,0.43,0.0419,-19.5,-7.0,2.7,27.4,38.5,49.8,-32.7,-39.8,0,0
311,065710,KOSDAQ,2.545,1212,1.225,384.0,서호전기,전기장비,,0.23,0.0284,-23.5,-8.7,12.1,11.0,-3.8,-10.8,-0.1,-2.5,0,0
