name,mode,date,net,index_original,index_matched,ex_original,ex_matched,ex_ew,kospi_pick,kospi_universe,known_later_exclusions,cap_exclusions,missing_exit,entry_failed,size_min,size_max,size_median
R1,original,20250401,0.21714384845327023,0.3004713576132273,0.2939187871773412,-0.08332750915995707,-0.07677493872407098,-0.014836188757213625,0.35,0.39666136724960255,0,0,0,0,0.1569952305246423,0.9936406995230525,0.7110492845786963
R1,causal_uncapped,20250401,0.21714384845327023,0.3004713576132273,0.2939187871773412,-0.08332750915995707,-0.07677493872407098,-0.014836188757213625,0.35,0.39666136724960255,0,0,0,0,0.1569952305246423,0.9936406995230525,0.7110492845786963
R1,original,20250502,0.6344624725644719,0.4108899389764611,0.45279792664267693,0.22357253358801077,0.18166454592179493,0.4899737772933584,0.5,0.38826185101580135,0,0,0,0,0.22072072072072071,0.996996996996997,0.8269519519519519
R1,causal_uncapped,20250502,0.6344624725644719,0.4108899389764611,0.45279792664267693,0.22357253358801077,0.18166454592179493,0.4899737772933584,0.5,0.38826185101580135,0,0,0,0,0.22072072072072071,0.996996996996997,0.8269519519519519
R1,original,20250602,0.7546498355613518,0.2956319553532766,0.29677633049770935,0.4590178802080752,0.45787350506364244,0.674312001578537,0.4,0.39429407461594734,0,0,0,0,0.3223684210526316,0.9970760233918129,0.8044590643274854
R1,causal_uncapped,20250602,0.7546498355613518,0.2956319553532766,0.29677633049770935,0.4590178802080752,0.45787350506364244,0.674312001578537,0.4,0.39429407461594734,0,0,0,0,0.3223684210526316,0.9970760233918129,0.8044590643274854
R1,original,20250701,0.2805650359616168,0.24244093854007434,0.2760926915352621,0.03812409742154246,0.004472344426354691,0.23354589938361883,0.6,0.39869281045751637,0,0,0,0,0.578604044357469,0.9941291585127201,0.8825831702544031
R1,causal_uncapped,20250701,0.5620170988571581,0.24244093854007434,0.2760926915352621,0.3195761603170838,0.285924407321896,0.5149979622791602,0.6,0.39869281045751637,1,1,0,0,0.578604044357469,0.9941291585127201,0.8825831702544031
R1,original,20250801,0.38347264551692933,0.5446418561793125,0.5822315975572636,-0.16116921066238316,-0.19875895204033428,0.15672301851642645,0.6,0.40594059405940597,0,0,0,0,0.010570824524312896,0.9626497533474278,0.7205778717406625
R1,causal_uncapped,20250801,0.6959665885817384,0.5446418561793125,0.5822315975572636,0.15132473240242594,0.11373499102447482,0.46921696158123555,0.6,0.40594059405940597,1,1,0,0,0.010570824524312896,0.9626497533474278,0.7205778717406625
R1,original,20250901,0.6911549574091956,0.5467130157815678,0.58311786034628,0.1444419416276278,0.10803709706291564,0.477237610608125,0.5,0.397196261682243,0,0,0,0,0.2713841368584759,0.9968895800933126,0.8534214618973561
R1,causal_uncapped,20250901,0.6911549574091956,0.5467130157815678,0.58311786034628,0.1444419416276278,0.10803709706291564,0.477237610608125,0.5,0.397196261682243,0,0,0,0,0.2713841368584759,0.9968895800933126,0.8534214618973561
R1,original,20251001,0.3738769470815111,0.3446795097404919,0.27250609807765913,0.029197437341019206,0.10137084900385196,0.22797226477768873,0.15,0.3831360946745562,0,0,0,0,0.3237250554323725,0.9992609016999261,0.8067257945306725
R1,causal_uncapped,20251001,0.3738769470815111,0.3446795097404919,0.27250609807765913,0.029197437341019206,0.10137084900385196,0.22797226477768873,0.15,0.3831360946745562,0,0,0,0,0.3237250554323725,0.9992609016999261,0.8067257945306725
R1,original,20251103,0.46518709462107877,0.4114977103368396,0.428209677661145,0.053689384284239194,0.036977416959933784,0.1772766704512349,0.45,0.39680232558139533,0,0,0,0,0.3470715835140998,0.9992769342010123,0.8832248734634852
R1,causal_uncapped,20251103,0.7129265226421971,0.4114977103368396,0.428209677661145,0.30142881230535756,0.28471684498105215,0.4250160984723533,0.45,0.39680232558139533,1,1,0,0,0.3470715835140998,0.9992769342010123,0.8832248734634852
R1,original,20251201,0.4680978592146687,0.5450267372400641,0.3247414877142242,-0.07692887802539544,0.1433563715004445,0.32836891321899453,0.2,0.4006187161639598,0,0,0,0,0.17964533538936006,0.9915188897455667,0.7451811873554357
R1,causal_uncapped,20251201,0.4680978592146687,0.5450267372400641,0.3247414877142242,-0.07692887802539544,0.1433563715004445,0.32836891321899453,0.2,0.4006187161639598,0,0,0,0,0.17964533538936006,0.9915188897455667,0.7451811873554357
R1,original,20260102,0.17174817412199733,0.2340001758771782,-0.01375121478406871,-0.062252001755180864,0.18549938890606604,0.2551650575810855,0.1,0.40564635958395245,0,0,0,0,0.26167531504818387,0.9992587101556709,0.7779836916234248
