rank,ticker,market,wu_score,n_universe,wu_b_score,wu_b_rank,name,sector,mcap_조,lv63,nh252_%,mom12_%,r20d_%,amt20_억,foreign_5d_억,foreign_20d_억,inst_5d_억,inst_20d_억,top50,top10pct
467,114090,KOSPI,2.143,1076,0.623,835.0,GKL,예술·스포츠,0.58,0.0312,-46.7,-34.6,-10.1,20.0,-6.6,37.0,4.0,-47.2,0,0
468,322000,KOSPI,2.142,1076,1.263,338.0,HD현대에너지솔루션,반도체·전자부품,1.35,0.0875,-50.7,121.8,5.5,817.7,23.6,-280.4,-138.7,103.4,0,0
469,058430,KOSPI,2.142,1076,1.023,548.0,포스코스틸리온,철강·1차금속,0.29,0.0441,-47.9,7.7,-0.1,18.3,-10.6,0.2,0.5,1.8,0,0
470,281740,KOSDAQ,2.142,1076,0.863,675.0,레이크머티리얼즈,화학,0.9,0.0517,-50.1,-6.1,7.3,39.3,-36.0,-39.0,37.6,43.5,0,0
471,085660,KOSDAQ,2.139,1076,0.613,841.0,차바이오텍,제약·바이오,0.92,0.037,-58.7,-12.6,-3.4,27.9,-3.0,-22.6,1.7,18.3,0,0
472,053260,KOSDAQ,2.139,1076,1.402,203.0,금강철강,철강·1차금속,0.11,0.0507,-23.5,3.2,18.5,22.7,-5.4,-3.7,0.0,0.0,0,0
473,090360,KOSDAQ,2.135,1076,1.382,220.0,로보스타,기계·장비,0.83,0.1002,-46.2,150.9,19.2,134.4,-89.5,-160.4,36.3,72.2,0,0
474,214180,KOSDAQ,2.133,1076,0.993,570.0,헥토이노베이션,IT서비스,0.2,0.0367,-38.6,-15.8,8.6,9.4,5.6,11.4,0.0,3.5,0,0
475,000390,KOSPI,2.13,1076,0.914,639.0,SP삼화,화학,0.17,0.0292,-48.7,-4.1,1.8,6.4,3.2,9.3,-0.0,0.2,0,0
476,017960,KOSPI,2.128,1076,0.683,791.0,한국카본,금속가공,1.26,0.0431,-53.4,-15.8,-0.4,69.0,16.3,-18.1,-29.3,-48.4,0,0
477,214370,KOSDAQ,2.125,1076,0.863,674.0,케어젠,제약·바이오,3.76,0.063,-53.4,2.6,14.6,49.4,-17.6,108.9,6.2,-5.1,0,0
478,487570,KOSPI,2.124,1076,0.924,632.0,HS효성,금융(은행),0.18,0.0308,-33.8,-29.8,5.8,6.8,1.6,3.0,-0.0,-0.2,0,0
479,020710,KOSDAQ,2.123,1076,1.091,488.0,시공테크,전문서비스,0.08,0.0268,-37.2,-9.2,3.0,5.0,0.2,2.2,0.0,-0.0,0,0
480,036620,KOSDAQ,2.12,1076,0.859,678.0,감성코퍼레이션,도매,0.42,0.0426,-36.4,-30.4,13.0,16.7,-10.5,-41.0,12.4,51.3,0,0
481,059090,KOSDAQ,2.117,1076,1.226,360.0,미코,반도체·전자부품,0.56,0.071,-39.8,10.7,-1.9,28.2,9.2,63.1,2.1,-36.1,0,0
482,482630,KOSDAQ,2.112,1076,1.482,159.0,삼양엔씨켐,화학,0.33,0.0824,-34.2,43.8,2.6,24.3,-11.1,-29.9,-0.4,4.1,0,0
483,008700,KOSPI,2.108,1076,1.121,457.0,아남전자,반도체·전자부품,0.09,0.0346,-30.8,-16.6,1.5,10.1,-0.0,-0.2,3.9,12.0,0,0
484,007810,KOSPI,2.108,1076,1.186,390.0,코리아써키트,반도체·전자부품,1.42,0.0813,-58.4,511.7,-19.9,178.2,-167.0,-124.5,18.3,-215.5,0,0
485,025860,KOSPI,2.105,1076,0.689,785.0,남해화학,화학,0.29,0.0249,-49.9,-21.2,1.2,26.2,0.9,-18.0,0.4,0.8,0,0
486,285130,KOSPI,2.104,1076,0.623,834.0,SK케미칼,화학,0.76,0.0375,-44.6,-40.4,8.6,21.6,-5.4,-26.6,23.6,54.7,0,0
487,030530,KOSDAQ,2.103,1076,1.171,403.0,원익홀딩스,화학,1.62,0.0823,-56.9,184.6,11.8,204.8,-100.5,-135.0,36.7,82.3,0,0
488,060250,KOSDAQ,2.101,1076,0.82,707.0,NHN KCP,금융보조,0.57,0.0452,-40.6,-27.3,9.5,73.4,8.1,-54.2,5.9,37.5,0,0
489,026890,KOSPI,2.101,1076,0.881,660.0,스틱인베스트먼트,금융(은행),0.32,0.0406,-36.9,-28.0,8.2,6.6,-1.7,11.3,4.5,19.1,0,0
490,900140,KOSPI,2.1,1076,0.819,708.0,엘브이엠씨홀딩스,자동차판매,0.25,0.0327,-35.9,-36.9,0.0,6.7,-0.6,9.5,0.1,0.1,0,0
491,068790,KOSDAQ,2.098,1076,1.14,439.0,DMS,기계·장비,0.18,0.0456,-11.3,-31.5,17.7,13.9,-4.0,-10.1,-0.0,0.2,0,0
492,006910,KOSDAQ,2.097,1076,1.163,413.0,보성파워텍,금속가공,0.35,0.0609,-54.7,106.8,1.7,54.9,6.6,32.1,0.1,0.0,0,0
493,004980,KOSPI,2.093,1076,1.102,478.0,성신양회,비금속광물(시멘트·유리),0.2,0.0448,-39.2,-6.2,-13.1,8.3,6.4,22.0,-0.0,-0.2,0,0
494,013990,KOSDAQ,2.092,1076,1.122,456.0,아가방컴퍼니,도매,0.16,0.043,-9.0,-35.5,38.6,12.6,1.0,8.9,0.0,-0.0,0,0
495,212560,KOSDAQ,2.091,1076,1.62,85.0,네오오토,자동차·부품,0.14,0.0749,-31.6,88.9,-9.7,10.7,0.4,24.2,0.2,-0.1,0,0
496,011790,KOSPI,2.089,1076,0.854,682.0,SKC,화학,4.28,0.0654,-50.4,-5.9,-8.8,177.5,5.9,33.0,33.9,-52.4,0,0
497,110990,KOSDAQ,2.089,1076,1.296,310.0,디아이티,기계·장비,0.31,0.0673,-40.1,23.0,-9.4,13.5,3.6,21.8,-1.9,-13.6,0,0
498,097520,KOSPI,2.088,1076,0.784,729.0,엠씨넥스,반도체·전자부품,0.35,0.0374,-37.4,-37.4,5.5,9.1,0.5,-3.9,-0.2,-0.9,0,0
499,005500,KOSPI,2.085,1076,1.254,345.0,삼진제약,제약·바이오,0.24,0.06,-25.6,-10.2,0.5,9.1,2.1,9.3,-0.1,0.1,0,0
500,002220,KOSPI,2.084,1076,1.496,144.0,한일철강,철강·1차금속,0.1,0.06,-34.7,52.4,-11.3,11.0,-9.9,-1.9,0.0,0.0,0,0
501,099320,KOSDAQ,2.079,1076,1.003,564.0,쎄트렉아이,조선·기타운송,0.9,0.0645,-61.8,71.5,-7.2,43.6,26.3,6.4,9.0,34.1,0,0
502,119610,KOSDAQ,2.077,1076,1.032,537.0,인터로조,의료·정밀·광학,0.17,0.0404,-32.6,-22.1,-4.0,7.2,0.8,-5.1,1.5,-1.3,0,0
503,009190,KOSPI,2.076,1076,1.585,96.0,대양금속,철강·1차금속,0.08,0.0628,-22.1,31.8,-17.9,6.8,-4.8,-16.0,0.0,0.8,0,0
504,001430,KOSPI,2.075,1076,0.808,717.0,세아베스틸지주,철강·1차금속,1.54,0.0567,-52.3,-7.2,35.4,51.2,-51.6,-113.7,89.9,196.8,0,0
505,085910,KOSDAQ,2.074,1076,1.456,173.0,네오티스,자동차·부품,0.25,0.0766,-45.2,354.6,2.9,32.1,-15.0,-167.0,-3.2,90.4,0,0
506,004100,KOSPI,2.072,1076,1.264,336.0,태양금속,자동차·부품,0.09,0.0436,-33.4,0.4,2.8,9.5,1.0,-8.8,0.0,0.0,0,0
507,189300,KOSDAQ,2.068,1076,1.022,551.0,인텔리안테크,반도체·전자부품,0.84,0.0657,-54.4,34.6,8.4,52.3,-49.8,-89.1,12.4,21.2,0,0
508,383310,KOSDAQ,2.067,1076,1.023,549.0,에코프로에이치엔,화학,0.54,0.0601,-41.2,-8.9,-7.5,47.3,-22.2,-56.5,-2.7,-9.2,0,0
509,039010,KOSDAQ,2.065,1076,1.35,247.0,현대에이치티,반도체·전자부품,0.07,0.0459,-34.0,13.0,-1.5,5.7,-2.5,3.4,0.0,0.0,0,0
510,020150,KOSPI,2.063,1076,0.946,609.0,롯데에너지머티리얼즈,반도체·전자부품,1.72,0.0671,-58.1,31.9,-7.6,54.7,-22.7,-32.5,5.8,-52.9,0,0
511,064400,KOSPI,2.062,1076,0.926,625.0,LG씨엔에스,IT서비스,7.13,0.0759,-48.8,-2.0,3.5,658.7,-181.0,-305.8,274.1,652.7,0,0
512,001520,KOSPI,2.061,1076,1.845,11.0,동양,,0.12,0.1332,-1.2,76.3,1.8,5.2,2.2,-2.0,-0.0,-0.1,0,0
513,003720,KOSPI,2.054,1076,1.285,320.0,삼영,고무·플라스틱,0.26,0.0651,-43.0,38.7,26.5,25.8,-18.0,-35.4,2.6,-9.4,0,0
514,417840,KOSDAQ,2.045,1076,1.56,109.0,저스템,기계·장비,0.27,0.0985,-38.1,176.5,-7.6,96.1,-71.8,-141.5,16.4,10.8,0,0
515,466100,KOSDAQ,2.039,1076,0.961,598.0,클로봇,출판·SW,0.83,0.0634,-56.9,31.9,21.0,113.5,-87.8,-148.9,34.4,60.5,0,0
516,078600,KOSDAQ,2.039,1076,0.971,588.0,대주전자재료,반도체·전자부품,1.55,0.0696,-46.1,-2.7,20.7,144.0,-278.5,-441.4,116.5,141.3,0,0
517,006110,KOSPI,2.036,1076,1.205,375.0,삼아알미늄,철강·1차금속,0.81,0.0835,-44.6,23.7,42.8,72.7,-36.0,-93.7,49.7,38.3,0,0
518,007390,KOSDAQ,2.036,1076,1.145,434.0,네이처셀,제약·바이오,1.48,0.0869,-39.4,0.2,-9.1,104.0,24.9,-228.4,13.4,61.7,0,0
519,114810,KOSDAQ,2.032,1076,1.268,331.0,한솔아이원스,기계·장비,0.32,0.0701,-41.6,26.1,-7.0,36.8,2.2,70.7,-12.0,-129.5,0,0
520,052020,KOSDAQ,2.031,1076,0.811,715.0,에스티큐브,도매,0.63,0.0508,-58.2,7.8,16.4,15.5,-5.6,-6.2,0.0,0.0,0,0
521,229640,KOSPI,2.029,1076,1.04,531.0,LS에코에너지,금융(은행),1.47,0.0761,-48.7,11.5,4.5,51.1,-55.0,-143.1,39.4,106.6,0,0
522,001250,KOSPI,2.028,1076,0.939,616.0,GS글로벌,도매,0.24,0.0428,-46.2,-6.6,8.8,21.4,13.2,20.5,1.9,2.0,0,0
523,078350,KOSDAQ,2.023,1076,1.389,216.0,한양디지텍,반도체·전자부품,0.36,0.0869,-45.2,118.4,1.3,23.7,-10.6,0.5,6.6,-30.6,0,0
524,388720,KOSDAQ,2.023,1076,0.851,687.0,유일로보틱스,기계·장비,0.86,0.0574,-51.6,-3.8,5.8,25.0,13.1,2.1,3.5,22.0,0,0
525,001340,KOSPI,2.021,1076,1.171,404.0,PKC,화학,0.24,0.0575,-33.8,-9.1,-5.5,9.0,3.1,4.2,0.3,0.3,0,0
526,005010,KOSPI,2.017,1076,0.783,732.0,휴스틸,철강·1차금속,0.22,0.0328,-45.3,-22.0,2.9,13.7,-8.7,-13.9,0.2,-2.0,0,0
527,078130,KOSDAQ,2.017,1076,0.624,833.0,국일제지,펄프·종이,0.41,0.0352,-44.1,-41.9,-8.1,6.5,0.4,3.4,0.0,4.2,0,0
528,057540,KOSDAQ,2.016,1076,1.365,232.0,,,0.05,0.0478,-12.0,-11.7,1.1,6.8,0.6,-6.4,-0.0,-0.0,0,0
529,073490,KOSDAQ,2.016,1076,1.177,397.0,LIG아큐버,반도체·전자부품,0.25,0.0596,-43.4,15.2,27.7,24.6,6.1,-11.9,2.4,6.1,0,0
530,083930,KOSDAQ,2.016,1076,0.967,592.0,아바코,기계·장비,0.16,0.0389,-34.7,-24.0,1.5,5.8,-0.2,-5.7,-0.0,-1.6,0,0
531,121600,KOSDAQ,2.015,1076,0.867,672.0,나노신소재,화학,0.63,0.0561,-41.9,-19.9,11.1,27.9,-21.1,-36.8,17.1,32.7,0,0
532,234690,KOSDAQ,2.015,1076,0.928,623.0,녹십자웰빙,제약·바이오,0.16,0.0369,-39.6,-19.5,11.9,7.7,2.9,9.8,0.0,0.0,0,0
533,039440,KOSDAQ,2.015,1076,1.232,357.0,에스티아이,기계·장비,0.37,0.0714,-42.1,20.3,-10.2,26.0,2.5,2.1,-6.2,-18.4,0,0
534,000490,KOSPI,2.015,1076,0.911,640.0,대동,기계·장비,0.22,0.0411,-33.9,-31.2,8.6,23.8,2.9,12.1,-0.2,-0.8,0,0
535,108320,KOSPI,2.015,1076,0.775,740.0,LX세미콘,반도체·전자부품,0.64,0.0498,-40.3,-32.9,-2.8,27.8,1.3,-15.5,1.0,-11.8,0,0
536,271980,KOSPI,2.008,1076,0.828,703.0,제일약품,제약·바이오,0.15,0.0292,-40.1,-27.8,1.9,7.9,-5.6,-4.9,0.0,0.0,0,0
537,060280,KOSDAQ,2.006,1076,0.783,730.0,큐렉소,소매,0.38,0.0431,-54.3,-4.9,6.8,20.5,-19.3,-4.6,2.0,7.1,0,0
538,077500,KOSPI,2.006,1076,1.272,328.0,유니퀘스트,도매,0.13,0.0546,-29.5,-4.3,2.4,5.6,-0.6,2.3,0.1,-6.8,0,0
539,117580,KOSPI,2.005,1076,0.688,787.0,대성에너지,전력·가스,0.19,0.019,-52.6,-16.3,-4.9,7.9,-2.8,13.0,0.2,0.6,0,0
540,105840,KOSPI,2.003,1076,1.084,494.0,우진,의료·정밀·광학,0.31,0.0584,-51.4,32.5,-1.6,18.4,-0.2,46.2,0.4,2.4,0,0
541,454910,KOSPI,2.003,1076,0.925,627.0,두산로보틱스,기계·장비,4.84,0.0787,-55.2,16.7,0.3,438.6,-126.0,-291.4,65.0,48.5,0,0
542,117730,KOSDAQ,2.001,1076,0.988,572.0,티로보틱스,기계·장비,0.33,0.0542,-48.8,5.6,20.0,18.0,-3.6,-17.4,1.0,1.5,0,0
543,093370,KOSPI,2.001,1076,1.205,376.0,후성,화학,1.1,0.1,-54.3,145.1,-25.5,323.3,-194.5,-434.0,86.0,182.9,0,0
544,005250,KOSPI,1.997,1076,0.758,748.0,녹십자홀딩스,엔지니어링,0.5,0.046,-38.1,-39.5,5.8,7.7,5.0,5.1,-1.2,2.5,0,0
545,013120,KOSDAQ,1.995,1076,1.069,512.0,동원개발,건설,0.2,0.0496,-33.1,-18.3,-14.6,6.4,-0.9,-3.0,-1.5,2.6,0,0
546,003280,KOSPI,1.991,1076,0.63,830.0,흥아해운,운수·물류,0.41,0.0366,-62.2,-6.8,-2.4,315.0,-1.6,-29.5,0.2,0.2,0,0
547,017900,KOSPI,1.988,1076,1.329,267.0,광전자,반도체·전자부품,0.52,0.1001,-49.9,193.0,33.0,284.4,-83.4,-90.9,-0.8,0.4,0,0
548,036200,KOSDAQ,1.985,1076,1.312,293.0,유니셈,기계·장비,0.25,0.0711,-37.0,17.1,-8.8,14.0,-10.4,-10.2,-1.2,-15.0,0,0
549,024740,KOSDAQ,1.983,1076,0.981,578.0,한일단조,자동차·부품,0.07,0.0286,-44.7,-6.6,2.8,5.1,-0.2,2.0,0.0,0.0,0,0
550,009900,KOSPI,1.983,1076,0.717,770.0,명신산업,자동차·부품,0.39,0.0414,-50.0,-18.5,-1.3,7.6,-0.4,3.5,0.8,2.4,0,0
551,123330,KOSDAQ,1.982,1076,1.131,447.0,제닉,화학,0.24,0.0574,-25.3,-20.6,14.1,66.3,-11.9,-9.8,10.7,30.8,0,0
552,083650,KOSDAQ,1.982,1076,0.982,576.0,비에이치아이,기계·장비,1.74,0.0769,-48.8,4.9,16.0,123.8,-178.3,-202.9,134.2,176.8,0,0
553,259630,KOSDAQ,1.978,1076,1.084,493.0,엠플러스,기계·장비,0.13,0.0437,-45.2,7.8,3.1,6.9,-0.9,2.4,-0.0,-0.7,0,0
554,043260,KOSDAQ,1.975,1076,1.151,427.0,성호전자,반도체·전자부품,1.48,0.1015,-61.2,1739.6,-6.8,334.1,-275.7,-211.2,23.3,71.8,0,0
555,032580,KOSDAQ,1.974,1076,1.645,73.0,피델릭스,반도체·전자부품,0.18,0.1289,-35.3,326.0,1.1,44.2,-45.0,-18.6,-1.7,-0.5,0,0
556,347700,KOSDAQ,1.972,1076,1.171,402.0,스피어,출판·SW,1.29,0.1033,-52.7,73.7,15.1,237.3,-155.8,-80.9,185.8,199.8,0,0
557,091440,KOSDAQ,1.971,1076,1.49,153.0,한울소재과학,반도체·전자부품,0.11,0.0675,-9.1,-0.2,27.1,9.8,-1.0,2.0,-0.0,-5.4,0,0
558,071970,KOSPI,1.96,1076,0.769,741.0,HD현대마린엔진,기계·장비,2.01,0.0632,-48.7,-17.0,-3.9,167.5,22.2,-299.6,8.1,137.1,0,0
559,174900,KOSDAQ,1.959,1076,1.041,530.0,앱클론,제약·바이오,0.69,0.0734,-61.1,91.9,47.7,41.5,-91.4,-42.7,34.8,22.9,0,0
560,037350,KOSDAQ,1.957,1076,1.386,217.0,성도이엔지,연구개발,0.12,0.064,-42.3,69.0,-6.6,13.3,3.2,9.6,0.2,-0.4,0,0
561,054210,KOSDAQ,1.954,1076,1.009,558.0,이랜텍,반도체·전자부품,0.2,0.0476,-41.5,-9.2,8.5,9.4,1.6,-14.8,1.2,10.3,0,0
562,021080,KOSDAQ,1.951,1076,1.029,539.0,에이티넘인베스트,금융(은행),0.11,0.0405,-37.3,-14.5,6.5,6.0,0.8,-7.1,-0.0,-0.1,0,0
563,077970,KOSPI,1.95,1076,0.845,691.0,STX엔진,기계·장비,1.19,0.0647,-55.4,6.5,11.5,48.8,-25.4,-5.6,26.7,-27.1,0,0
564,000850,KOSPI,1.95,1076,1.398,207.0,화천기공,기계·장비,0.07,0.0572,-23.7,3.0,-19.5,7.2,1.0,-0.5,-1.7,-0.0,0,0
565,215000,KOSDAQ,1.948,1076,0.604,845.0,골프존,출판·SW,0.23,0.0249,-45.1,-41.3,-9.5,8.7,-7.2,-10.8,-9.0,-8.0,0,0
566,038680,KOSDAQ,1.947,1076,1.006,561.0,에스넷,IT서비스,0.08,0.0347,-31.5,-25.4,18.9,9.7,4.8,5.2,0.0,0.0,0,0
567,086900,KOSDAQ,1.941,1076,0.532,887.0,메디톡스,제약·바이오,0.59,0.0386,-45.7,-51.9,11.3,16.0,9.3,33.1,-4.5,5.1,0,0
568,003530,KOSPI,1.94,1076,0.563,870.0,한화투자증권,,0.98,0.0456,-52.4,-27.4,-4.9,42.6,-7.8,19.6,9.9,14.3,0,0
569,138080,KOSDAQ,1.937,1076,1.303,302.0,오이솔루션,반도체·전자부품,0.34,0.0855,-48.5,103.3,22.5,77.3,-93.6,-86.9,11.5,2.0,0,0
570,022100,KOSPI,1.936,1076,0.63,831.0,포스코DX,연구개발,3.25,0.0595,-50.2,-25.3,5.7,72.7,5.2,34.3,6.2,31.8,0,0
571,122640,KOSDAQ,1.932,1076,1.26,339.0,예스티,기계·장비,0.48,0.0928,-44.8,41.8,-30.2,110.1,-37.4,-101.7,-14.3,-69.8,0,0
572,417200,KOSDAQ,1.929,1076,0.779,737.0,LS머트리얼즈,반도체·전자부품,0.84,0.0588,-60.3,8.0,-2.1,68.3,5.4,25.2,-10.7,-13.1,0,0
573,206650,KOSDAQ,1.927,1076,0.659,805.0,유바이오로직스,제약·바이오,0.34,0.0392,-43.5,-38.3,10.4,10.7,-2.0,14.8,0.0,-4.5,0,0
574,010960,KOSPI,1.927,1076,1.426,190.0,삼호개발,건설,0.07,0.061,-30.4,17.5,-27.5,17.1,-2.0,9.5,0.0,0.4,0,0
575,042110,KOSDAQ,1.925,1076,1.08,497.0,에스씨디,전기장비,0.06,0.0374,-27.7,-22.9,4.8,54.9,1.9,2.0,0.0,0.0,0,0
576,001820,KOSPI,1.923,1076,1.193,385.0,삼화콘덴서,반도체·전자부품,0.84,0.1132,-57.3,285.1,-26.3,369.6,-116.4,-139.4,32.0,138.9,0,0
577,491000,KOSDAQ,1.923,1076,0.97,589.0,리브스메드,의료·정밀·광학,1.26,0.0775,-45.3,,18.1,67.4,-69.8,-135.4,14.8,35.1,0,0
578,094820,KOSDAQ,1.922,1076,1.072,505.0,일진파워,건설,0.19,0.0536,-46.0,9.3,5.3,11.3,6.1,16.3,0.2,-0.7,0,0
579,000500,KOSPI,1.92,1076,1.009,559.0,가온전선,전기장비,4.66,0.1306,-72.3,259.9,-38.5,415.6,-123.9,15.7,68.4,-377.1,0,0
580,080580,KOSDAQ,1.917,1076,1.294,315.0,오킨스전자,반도체·전자부품,0.29,0.0805,-48.1,87.8,-1.6,20.6,-15.0,-4.3,-0.3,-24.1,0,0
581,382800,KOSDAQ,1.915,1076,1.137,443.0,지앤비에스 에코,기계·장비,0.15,0.0543,-48.0,26.9,-0.5,11.8,-4.4,-13.7,-1.4,2.3,0,0
582,103140,KOSPI,1.915,1076,0.454,935.0,풍산,철강·1차금속,2.43,0.0467,-47.5,-62.0,33.0,112.9,-15.8,96.5,279.4,369.0,0,0
583,060720,KOSDAQ,1.913,1076,0.868,670.0,KH바텍,반도체·전자부품,0.27,0.0473,-40.9,-22.7,10.5,50.8,13.2,-9.2,0.2,-11.5,0,0
584,077360,KOSDAQ,1.911,1076,1.244,349.0,덕산하이메탈,반도체·전자부품,0.44,0.0908,-50.1,86.0,2.5,57.7,-42.6,-93.3,3.9,75.9,0,0
585,033160,KOSDAQ,1.909,1076,1.29,318.0,엠케이전자,반도체·전자부품,0.43,0.0999,-47.8,82.4,4.1,145.3,-104.1,-173.4,-0.1,23.6,0,0
586,061970,KOSDAQ,1.905,1076,1.158,419.0,LB세미콘,반도체·전자부품,0.23,0.0636,-40.4,4.3,-7.9,24.2,-19.2,-38.3,24.4,46.2,0,0
587,001290,KOSPI,1.899,1076,1.415,197.0,,,0.13,0.0714,-22.7,3.8,57.3,17.9,-0.2,2.0,0.0,0.0,0,0
588,042520,KOSDAQ,1.897,1076,1.164,412.0,한스바이오메드,제약·바이오,0.33,0.0741,-58.0,189.7,-6.8,30.4,17.3,32.2,-9.7,-26.0,0,0
589,200710,KOSDAQ,1.895,1076,1.152,425.0,에이디테크놀로지,반도체·전자부품,0.41,0.078,-49.6,40.7,-14.0,58.1,-18.8,-91.5,-1.5,12.5,0,0
590,489790,KOSPI,1.89,1076,0.698,779.0,한화비전,반도체·전자부품,2.55,0.0649,-45.4,-29.0,11.7,128.8,-7.4,85.4,69.2,10.8,0,0
591,263800,KOSDAQ,1.889,1076,1.548,119.0,데이타솔루션,도매,0.09,0.0758,-30.1,46.8,-26.0,121.4,2.4,12.4,0.0,0.5,0,0
592,187660,KOSDAQ,1.886,1076,0.978,579.0,페니트리움바이오,지주·전문서비스,0.23,0.054,-77.4,196.6,-17.5,33.7,-7.8,-57.1,-7.9,-8.6,0,0
593,015860,KOSPI,1.886,1076,0.793,727.0,일진홀딩스,금융(은행),0.32,0.0475,-54.9,-1.1,9.7,6.8,1.1,-6.8,0.2,-0.6,0,0
594,075580,KOSPI,1.885,1076,0.681,792.0,세진중공업,조선·기타운송,0.66,0.0527,-55.6,-11.2,-3.5,38.2,-10.8,-115.4,-0.4,29.6,0,0
595,130660,KOSPI,1.885,1076,0.684,790.0,한전산업,연구개발,0.38,0.0446,-54.1,-14.2,3.1,12.4,4.7,30.5,0.9,-1.2,0,0
596,010820,KOSPI,1.884,1076,0.875,667.0,퍼스텍,금속가공,0.32,0.0535,-60.3,22.1,6.4,46.6,8.7,-26.4,2.3,28.2,0,0
597,049080,KOSDAQ,1.884,1076,1.772,26.0,기가레인,반도체·전자부품,0.08,1.1401,-28.4,861.3,55.8,219.8,-5.4,-47.5,0.0,1.1,0,0
598,003350,KOSPI,1.884,1076,0.813,713.0,한국화장품제조,화학,0.2,0.0414,-35.5,-37.6,12.3,10.4,1.6,13.8,-0.7,-2.1,0,0
599,298000,KOSPI,1.883,1076,1.315,288.0,효성화학,화학,0.27,0.0835,-6.8,-17.6,13.6,59.7,4.2,39.3,-3.1,-9.6,0,0
600,138360,KOSDAQ,1.881,1076,1.297,308.0,앤로보틱스,기계·장비,0.18,0.0699,-49.9,136.3,6.9,37.5,2.4,-1.7,0.0,-0.2,0,0
601,025820,KOSPI,1.875,1076,0.962,597.0,이구산업,철강·1차금속,0.15,0.0453,-32.8,-27.6,13.2,9.9,9.2,7.5,0.4,0.6,0,0
602,112290,KOSDAQ,1.873,1076,1.125,452.0,와이씨켐,화학,0.21,0.0621,-36.7,-7.7,-1.4,11.9,0.8,5.7,-0.4,-0.6,0,0
603,179290,KOSDAQ,1.873,1076,0.764,746.0,엠아이텍,의료·정밀·광학,0.17,0.0361,-35.1,-46.1,20.7,5.2,-2.9,-6.4,0.2,7.3,0,0
604,381970,KOSPI,1.872,1076,0.376,963.0,케이카,자동차판매,0.38,0.0251,-53.6,-49.2,-0.1,5.4,2.3,18.5,-3.2,-22.0,0,0
605,048410,KOSDAQ,1.871,1076,0.781,733.0,현대바이오,화학,0.73,0.0613,-62.3,12.5,3.9,63.6,-15.6,29.8,2.9,23.1,0,0
606,278280,KOSDAQ,1.87,1076,0.61,844.0,천보,화학,0.46,0.0439,-52.7,-22.4,2.3,10.1,-3.9,-9.3,-0.3,8.4,0,0
607,004560,KOSPI,1.867,1076,0.865,673.0,현대비앤지스틸,철강·1차금속,0.19,0.0433,-44.4,-16.7,9.7,6.6,9.8,12.3,-10.2,-11.7,0,0
608,089890,KOSDAQ,1.867,1076,1.196,380.0,코세스,기계·장비,0.38,0.0823,-55.0,167.3,-31.8,81.4,3.2,-25.0,4.8,96.9,0,0
609,365340,KOSDAQ,1.865,1076,0.64,821.0,성일하이텍,화학,0.47,0.0457,-57.3,-12.2,4.2,16.5,-20.1,0.3,2.5,-82.7,0,0
610,033500,KOSDAQ,1.862,1076,0.581,860.0,동성화인텍,화학,0.53,0.0444,-48.1,-36.2,5.9,17.0,-2.3,-7.3,-2.1,-0.0,0,0
611,399720,KOSDAQ,1.861,1076,1.154,424.0,가온칩스,반도체·전자부품,0.55,0.0917,-41.9,9.0,-18.9,123.3,-9.0,17.9,-12.9,19.6,0,0
612,035510,KOSPI,1.86,1076,0.795,723.0,신세계 I&C,IT서비스,0.19,0.0404,-43.7,-23.7,3.4,7.0,1.7,11.3,-0.1,-0.1,0,0
613,161000,KOSPI,1.856,1076,0.634,829.0,애경케미칼,화학,0.46,0.0457,-50.5,-24.2,-2.3,11.4,-0.9,23.9,0.7,0.5,0,0
614,089010,KOSDAQ,1.854,1076,0.858,680.0,켐트로닉스,화학,0.38,0.0573,-50.7,-4.4,-1.5,16.7,2.2,17.3,-1.3,-1.1,0,0
615,006220,KOSPI,1.845,1076,0.602,847.0,,,0.35,0.0414,-45.9,-38.2,-7.6,27.5,-2.8,7.3,1.8,1.7,0,0
616,041440,KOSDAQ,1.845,1076,0.955,600.0,현대에버다임,기계·장비,0.12,0.0425,-37.6,-19.8,-1.8,5.6,0.9,9.6,0.0,0.0,0,0
617,032500,KOSDAQ,1.844,1076,0.906,644.0,케이엠더블유,반도체·전자부품,0.76,0.0729,-53.1,7.2,1.9,34.3,-32.6,-124.6,-1.6,8.6,0,0
618,253590,KOSDAQ,1.84,1076,0.893,653.0,네오셈,기계·장비,0.42,0.0629,-53.4,6.6,-6.1,27.3,0.4,51.4,4.3,1.1,0,0
619,243840,KOSDAQ,1.838,1076,0.93,621.0,신흥에스이씨,전기장비,0.2,0.0506,-54.2,13.8,9.1,7.7,-4.8,-13.4,-0.4,-0.9,0,0
620,336260,KOSPI,1.835,1076,0.948,606.0,두산퓨얼셀,전기장비,2.18,0.0953,-67.1,81.2,-29.1,289.4,-533.8,-857.3,225.9,128.1,0,0
621,048870,KOSDAQ,1.834,1076,0.674,797.0,시너지이노베이션,의료·정밀·광학,0.15,0.0302,-41.1,-43.3,1.7,7.3,2.9,18.2,0.9,1.2,0,0
622,348350,KOSDAQ,1.833,1076,1.158,421.0,위드텍,의료·정밀·광학,0.09,0.0528,-21.8,-22.2,4.3,5.8,-1.6,-9.6,-0.1,0.2,0,0
