cut,key,metric,n,mean,lo,hi,pos
type_size,"('bonus', '대')",ex5,38,0.01045923641695595,-0.03898955057552743,0.05186912856447629,0.6842105263157895
type_size,"('bonus', '대')",ex20,38,0.05256614049693895,-0.018631698688387457,0.1274436318959758,0.6578947368421053
type_size,"('bonus', '대')",ex60,36,-0.01627785554546713,-0.10999226769705837,0.06765912034146489,0.5
type_size,"('bonus', '대')",raw20,38,0.011759120217332468,-0.06445971264540483,0.09217742364105189,0.5789473684210527
type_size,"('bonus', '대')",exm20,38,0.03406149630545692,-0.03664941539203996,0.11009426220543587,0.5789473684210527
type_size,"('bonus', '대')",exm60,36,-0.061802141241493254,-0.15455849063101645,0.020063014534366576,0.34210526315789475
type_size,"('buyback_direct', '소')",pre20,70,-0.004115036973281605,-0.040734481013061645,0.03458578970893877,0.5
type_size,"('buyback_direct', '소')",react,70,0.08673412913557119,0.06816524768613685,0.1099282195789141,0.9571428571428572
type_size,"('buyback_direct', '소')",ex5,70,0.003833977691575908,-0.01474132003150881,0.017954599177451933,0.4857142857142857
type_size,"('buyback_direct', '소')",ex20,68,0.0017220490973588807,-0.033703436455451416,0.032587616452982075,0.4857142857142857
type_size,"('buyback_direct', '소')",ex60,61,0.007676239268919716,-0.04387054184983425,0.05706878595384369,0.37142857142857144
type_size,"('buyback_direct', '소')",raw20,68,-0.024316528269469742,-0.062331769157525724,0.007746569374059349,0.34285714285714286
type_size,"('buyback_direct', '소')",exm20,68,-0.019074486683599692,-0.05410335706710755,0.0116729014408133,0.4
type_size,"('buyback_direct', '소')",exm60,61,-0.04339131905603694,-0.097705521680454,0.011077078723692117,0.3
type_size,"('buyback_direct', '중')",pre20,89,0.05093668251620413,0.01872740333655822,0.09149501032189836,0.5730337078651685
type_size,"('buyback_direct', '중')",react,89,0.04866722782124337,0.030500279191034915,0.06605863861064928,0.8202247191011236
type_size,"('buyback_direct', '중')",ex5,88,0.012027535271070382,0.0027937812702882037,0.023125813002535515,0.6179775280898876
type_size,"('buyback_direct', '중')",ex20,86,0.021430285401301766,0.0031781496373890026,0.04006244294067246,0.550561797752809
type_size,"('buyback_direct', '중')",ex60,78,0.052766867264239695,0.01737552583679539,0.08332085362852859,0.5730337078651685
type_size,"('buyback_direct', '중')",raw20,86,0.001363574436887777,-0.018979089851978447,0.02124738731516881,0.4606741573033708
type_size,"('buyback_direct', '중')",exm20,86,-0.0028591875258809863,-0.020699882719736325,0.015735643317727564,0.42696629213483145
type_size,"('buyback_direct', '중')",exm60,78,0.0007377019850878441,-0.036112491718861925,0.032042469303403084,0.4606741573033708
type_size,"('buyback_direct', '대')",pre20,196,0.025656149808329795,0.004095871688925855,0.05015675968136283,0.5153061224489796
type_size,"('buyback_direct', '대')",react,196,0.03530994525090075,0.02709900730656323,0.04421418694189867,0.7602040816326531
type_size,"('buyback_direct', '대')",ex5,195,0.013724344645992868,0.003894046852685312,0.02386885369583144,0.5867346938775511
type_size,"('buyback_direct', '대')",ex20,190,0.04935620742853007,0.031537087148450826,0.06944134501212196,0.5969387755102041
type_size,"('buyback_direct', '대')",ex60,181,0.11868086290920275,0.07834150603915417,0.1650886911173137,0.5918367346938775
type_size,"('buyback_direct', '대')",raw20,190,0.02186083724297917,0.00238939903844644,0.042062721961325225,0.45918367346938777
type_size,"('buyback_direct', '대')",exm20,190,0.023987058787567656,0.005773760804712544,0.044899670105332516,0.5102040816326531
type_size,"('buyback_direct', '대')",exm60,181,0.0603779828935135,0.02072367216597813,0.10578534241014717,0.5051020408163265
type_size,"('buyback_sell', '소')",pre20,184,0.05332333755283307,0.02377002437913616,0.08429492017384793,0.5217391304347826
type_size,"('buyback_sell', '소')",react,184,-0.002014636360172619,-0.009149818819529476,0.005364286319782617,0.45108695652173914
type_size,"('buyback_sell', '소')",ex5,184,0.019781120079441796,0.005253879252414356,0.03384121646900891,0.532608695652174
type_size,"('buyback_sell', '소')",ex20,182,0.010655702229461267,-0.011178559668482708,0.03452649799017686,0.43478260869565216
type_size,"('buyback_sell', '소')",ex60,174,0.021656153688155363,-0.01918545069802851,0.0634414821276684,0.4076086956521739
type_size,"('buyback_sell', '소')",raw20,182,-0.012292011923751353,-0.03753465162457536,0.013941536871243578,0.3695652173913043
type_size,"('buyback_sell', '소')",exm20,182,-0.018030634444839704,-0.04031698771490414,0.005748160853719089,0.29347826086956524
type_size,"('buyback_sell', '소')",exm60,174,-0.04402581415754408,-0.08617147097152972,-0.0022204446477535906,0.31521739130434784
type_size,"('buyback_sell', '중')",pre20,284,0.05912355546727682,0.03440145361536633,0.0864690111218597,0.5492957746478874
type_size,"('buyback_sell', '중')",react,284,0.005206307619020043,-0.0025650057504128273,0.013627000315083505,0.47183098591549294
type_size,"('buyback_sell', '중')",ex5,283,0.005586987232878445,-0.0041362967260460785,0.01597941385462255,0.47183098591549294
type_size,"('buyback_sell', '중')",ex20,281,0.03092189479265571,0.008122584615446665,0.053939309488351996,0.4823943661971831
type_size,"('buyback_sell', '중')",ex60,278,0.08486833052530304,0.03854576547246502,0.13700886433232604,0.4964788732394366
type_size,"('buyback_sell', '중')",raw20,281,0.015215485921677749,-0.00846596788373989,0.04025522562070556,0.43661971830985913
type_size,"('buyback_sell', '중')",exm20,281,-0.00022556798085135373,-0.02320752693880977,0.022539224833638388,0.36971830985915494
type_size,"('buyback_sell', '중')",exm60,278,0.015681922176259636,-0.02973056652583524,0.06770078232137151,0.36619718309859156
type_size,"('buyback_sell', '대')",pre20,450,0.08602782430116529,0.0642694540839144,0.11412751601176056,0.6044444444444445
type_size,"('buyback_sell', '대')",react,450,0.00264644702648059,-0.0026946732603293565,0.007865181015407566,0.46444444444444444
type_size,"('buyback_sell', '대')",ex5,449,0.005855946568139917,-0.002313482952225775,0.013670853103555203,0.5022222222222222
type_size,"('buyback_sell', '대')",ex20,441,0.0296446375073451,0.012597600146797179,0.04569307680450845,0.5066666666666667
type_size,"('buyback_sell', '대')",ex60,428,0.11113634649478744,0.06895317373039578,0.15045679484686775,0.5288888888888889
type_size,"('buyback_sell', '대')",raw20,441,0.010034573692132133,-0.007030668873957662,0.02592683703611284,0.44666666666666666
type_size,"('buyback_sell', '대')",exm20,441,0.0023050483152347602,-0.014953160228588263,0.01847983514750332,0.4177777777777778
type_size,"('buyback_sell', '대')",exm60,428,0.05144222608411214,0.009739565294863355,0.09113368513251471,0.4577777777777778
type_size,"('buyback_trust', '소')",pre20,195,0.0013037385769699905,-0.017799000846361164,0.021962899948293212,0.4461538461538462
type_size,"('buyback_trust', '소')",react,195,0.025248881187054022,0.017696151983290474,0.033758161141629606,0.7025641025641025
type_size,"('buyback_trust', '소')",ex5,195,0.013206756158646398,0.0024374613539290845,0.02365445304244868,0.5282051282051282
type_size,"('buyback_trust', '소')",ex20,194,0.010898543573591086,-0.003939856613479471,0.026509149138107882,0.5230769230769231
type_size,"('buyback_trust', '소')",ex60,179,0.05513023341152712,0.020466402854827724,0.09408618215251219,0.517948717948718
type_size,"('buyback_trust', '소')",raw20,194,-0.01176268716733683,-0.0281080753788137,0.004900873263242264,0.4512820512820513
type_size,"('buyback_trust', '소')",exm20,194,-0.010062138157269734,-0.025354231870203792,0.005774778341067531,0.441025641025641
type_size,"('buyback_trust', '소')",exm60,179,0.010438993032827092,-0.023424479858665966,0.04933002089212631,0.40512820512820513
type_size,"('buyback_trust', '중')",pre20,321,0.0004835344372068786,-0.01148852382890272,0.01269671739716064,0.5264797507788161
type_size,"('buyback_trust', '중')",react,321,0.024406006498820465,0.018849627165888817,0.030209807171555525,0.6947040498442367
type_size,"('buyback_trust', '중')",ex5,320,0.01373109498299695,0.007181564491659379,0.020312041969893207,0.5794392523364486
type_size,"('buyback_trust', '중')",ex20,308,0.04540914976799895,0.029870405699122443,0.06168800709512144,0.5981308411214953
type_size,"('buyback_trust', '중')",ex60,289,0.0843986912345519,0.055663041182772176,0.11427154500127536,0.5763239875389408
type_size,"('buyback_trust', '중')",raw20,308,0.01907049897139969,0.001675162142880579,0.03782549767533242,0.48598130841121495
type_size,"('buyback_trust', '중')",exm20,308,0.023328777078522194,0.007917763720485567,0.039920939693425805,0.48909657320872274
type_size,"('buyback_trust', '중')",exm60,289,0.0350405025750158,0.0061710461434712925,0.06494205883147418,0.4517133956386293
type_size,"('buyback_trust', '대')",pre20,314,0.032062974873369045,0.017694738556436038,0.04518440935945968,0.5923566878980892
type_size,"('buyback_trust', '대')",react,314,0.011749935687361003,0.0073521542361438584,0.016923823906918392,0.5700636942675159
type_size,"('buyback_trust', '대')",ex5,312,0.016975897911657958,0.010495385238721339,0.023628295963944928,0.5955414012738853
type_size,"('buyback_trust', '대')",ex20,309,0.03651019150707455,0.025309760398231938,0.0476940155954087,0.6050955414012739
type_size,"('buyback_trust', '대')",ex60,289,0.09043456325020927,0.06385973475919825,0.11522289651870826,0.5732484076433121
type_size,"('buyback_trust', '대')",raw20,309,0.015268422084024506,0.0034009634374369585,0.02821237253008274,0.4840764331210191
type_size,"('buyback_trust', '대')",exm20,309,0.013175889168688988,0.0018359084445100692,0.024608139916419223,0.5031847133757962
type_size,"('buyback_trust', '대')",exm60,289,0.040721433897953255,0.013460808482289947,0.06573194761247796,0.4745222929936306
type_size,"('bw', '소')",pre20,26,0.10420897485536319,0.011782519252504408,0.2277640515604144,0.6153846153846154
type_size,"('bw', '소')",react,26,0.10271970493003649,0.02360894573488521,0.1762671927950626,0.5769230769230769
type_size,"('bw', '소')",ex5,26,0.049995298966373974,0.005772868803357174,0.10222232794652539,0.6538461538461539
type_size,"('bw', '소')",ex20,25,0.08674351578792094,-0.0242927361122334,0.23166206299931483,0.4230769230769231
type_size,"('bw', '소')",ex60,23,0.05971462942030264,-0.08824534691681152,0.25052311277985706,0.5384615384615384
type_size,"('bw', '소')",raw20,25,0.03746526383453512,-0.07955987884311973,0.19523604546730242,0.3076923076923077
type_size,"('bw', '소')",exm20,25,0.06403593502101593,-0.0469775935178629,0.21033657490453733,0.3076923076923077
type_size,"('bw', '소')",exm60,23,0.00022824076258365114,-0.14864527713622644,0.19259408610300124,0.38461538461538464
type_size,"('bw', '중')",pre20,22,0.07070615093443171,-0.04720844092544157,0.20348232468011399,0.45454545454545453
type_size,"('bw', '중')",react,22,0.037204805949869184,-0.03584291768001264,0.12298037752711302,0.5454545454545454
type_size,"('bw', '중')",ex5,22,-0.009176445441641973,-0.044543075827800045,0.02851478749540452,0.36363636363636365
type_size,"('bw', '중')",ex20,22,0.023034097946989116,-0.08310655842803581,0.17030441218010234,0.3181818181818182
type_size,"('bw', '중')",ex60,21,-0.03803269646904025,-0.1581309110124142,0.10999071757690781,0.2727272727272727
type_size,"('bw', '중')",raw20,22,-0.01731406783938112,-0.12749960275221994,0.13000854969067632,0.2727272727272727
type_size,"('bw', '중')",exm20,22,-0.0012043325617931736,-0.10543274993738082,0.14945916515814317,0.3181818181818182
type_size,"('bw', '중')",exm60,21,-0.08175816668066874,-0.1991846019104128,0.06343161569916929,0.18181818181818182
type_size,"('bw', '대')",pre20,23,0.0357669156872716,-0.03886573787434715,0.11177223615314576,0.4782608695652174
type_size,"('bw', '대')",react,23,0.029331753486602725,-0.00550007852989013,0.05108263356085708,0.6086956521739131
type_size,"('bw', '대')",ex5,23,-0.007333826521992498,-0.030214168385646428,0.029381045803888138,0.391304347826087
type_size,"('bw', '대')",ex20,23,0.009945202075711937,-0.07657842329240284,0.16792024547539136,0.34782608695652173
type_size,"('bw', '대')",ex60,23,0.18545346577860136,-0.019013902699218044,0.3699991785748037,0.4782608695652174
type_size,"('bw', '대')",raw20,23,-0.02018176651869094,-0.10103364536092692,0.123359792240689,0.2608695652173913
type_size,"('bw', '대')",exm20,23,-0.013627134297729621,-0.09939668209846715,0.1496005697268671,0.34782608695652173
type_size,"('bw', '대')",exm60,23,0.12821967683082186,-0.07013120468597649,0.3125287866947081,0.4782608695652174
type_size,"('cb', '소')",pre20,415,0.09548393728771029,0.06795944366470458,0.12527948143650228,0.5759036144578313
type_size,"('cb', '소')",react,415,0.030492668122009733,0.018497797796218025,0.04383071051234446,0.4843373493975904
type_size,"('cb', '소')",ex5,413,0.01410888393488316,-0.0011930052711087965,0.031154919593606053,0.4602409638554217
type_size,"('cb', '소')",ex20,405,0.019219192087893935,-0.00858943032481228,0.050658371138451994,0.3686746987951807
type_size,"('cb', '소')",ex60,384,-0.02457704078533149,-0.06749874851345844,0.019566911134077,0.3036144578313253
type_size,"('cb', '소')",raw20,405,-0.008301633513835704,-0.03651241769175757,0.023067866773992,0.3301204819277108
type_size,"('cb', '소')",exm20,405,-0.006917371748700943,-0.034843659122661914,0.024254046294744216,0.3156626506024096
type_size,"('cb', '소')",exm60,384,-0.08133243014029001,-0.12304232750216795,-0.03723056555675414,0.2385542168674699
type_size,"('cb', '중')",pre20,324,0.08586897600540444,0.05503671296887279,0.11734393691730652,0.5401234567901234
type_size,"('cb', '중')",react,324,0.03545094334789232,0.02195218461735673,0.049451008568634026,0.5833333333333334
type_size,"('cb', '중')",ex5,324,0.005707583170481238,-0.007934368179287627,0.020026032092256646,0.4382716049382716
type_size,"('cb', '중')",ex20,321,0.0010520102139810333,-0.02416624144982337,0.027496853493207345,0.3888888888888889
type_size,"('cb', '중')",ex60,305,-0.045142882964560316,-0.09378486773495942,0.008369412962733223,0.28703703703703703
type_size,"('cb', '중')",raw20,321,-0.03510165711134486,-0.06206386270009745,-0.007864868846376221,0.31790123456790126
type_size,"('cb', '중')",exm20,321,-0.02232815763853598,-0.04721042058863982,0.003182117935281261,0.3271604938271605
type_size,"('cb', '중')",exm60,305,-0.09585424777417877,-0.1450581380896264,-0.04418601016875115,0.21604938271604937
type_size,"('cb', '대')",pre20,185,0.10455819732321474,0.06533294678226613,0.14926751923383352,0.5621621621621622
type_size,"('cb', '대')",react,185,0.01490238718161869,0.0037557727082531355,0.027629754907304842,0.5351351351351351
type_size,"('cb', '대')",ex5,185,0.01490701329372406,0.00047091440337462045,0.03030080133375139,0.5135135135135135
type_size,"('cb', '대')",ex20,180,0.010358228628707129,-0.02114011047380566,0.04479381464111834,0.43243243243243246
type_size,"('cb', '대')",ex60,167,0.0532618144917222,-0.014067792233502104,0.12626541578572514,0.3945945945945946
type_size,"('cb', '대')",raw20,180,-0.02841354158048369,-0.06422939063969271,0.010473840833099555,0.372972972972973
type_size,"('cb', '대')",exm20,180,-0.015599720518708327,-0.04641316198936036,0.018716723951283033,0.35135135135135137
type_size,"('cb', '대')",exm60,167,0.0011036330078914736,-0.06420532224730648,0.07410287461852048,0.35135135135135137
type_size,"('eb', '소')",pre20,27,0.012007050847391272,-0.026671745256827913,0.05851695629083085,0.37037037037037035
type_size,"('eb', '소')",react,27,-0.0006427670267771595,-0.012227612101235172,0.011571463162646244,0.5925925925925926
type_size,"('eb', '소')",ex5,27,-0.0005687649915074249,-0.02183099949519078,0.02166788780685124,0.5185185185185185
type_size,"('eb', '소')",ex20,27,-0.005410447839960859,-0.05462580556642954,0.06968874995563956,0.3333333333333333
type_size,"('eb', '소')",ex60,27,-0.03956381303767706,-0.09856158531125567,0.03303495320505303,0.2962962962962963
type_size,"('eb', '소')",raw20,27,-0.03210116897447615,-0.08811783597010804,0.04973382712743053,0.2222222222222222
type_size,"('eb', '소')",exm20,27,-0.03737054751673335,-0.08701333518106794,0.034594737754246124,0.2222222222222222
type_size,"('eb', '소')",exm60,27,-0.10939389074365512,-0.17188419490032564,-0.029747834703236012,0.18518518518518517
type_size,"('eb', '중')",pre20,59,0.01491207105300114,-0.02664402635856491,0.058208585400964186,0.4915254237288136
type_size,"('eb', '중')",react,59,0.009498582068076602,-0.005654351334887291,0.02624660553526077,0.3898305084745763
type_size,"('eb', '중')",ex5,59,-0.0029802990167690164,-0.02249584970543491,0.017633838636631784,0.423728813559322
type_size,"('eb', '중')",ex20,59,0.039898430310814186,-0.0009672537213773261,0.08266472902194866,0.5423728813559322
type_size,"('eb', '중')",ex60,57,0.06417442469942507,-0.013938649116971262,0.15495687885259807,0.4406779661016949
type_size,"('eb', '중')",raw20,59,0.03247265337229662,-0.012040059980963093,0.07697401489978828,0.5254237288135594
type_size,"('eb', '중')",exm20,59,0.011924652088640929,-0.02862941525288529,0.0543423166026853,0.4576271186440678
type_size,"('eb', '중')",exm60,57,-0.005330524195394933,-0.0822040606855954,0.08739271373550847,0.3220338983050847
type_size,"('eb', '대')",pre20,55,0.09012104516576368,0.025055320822927326,0.18144768013274717,0.5818181818181818
type_size,"('eb', '대')",react,55,0.019432085336051643,0.005777025593243356,0.034855011497690644,0.6363636363636364
type_size,"('eb', '대')",ex5,55,0.015929000781485788,-0.014235935597135766,0.040270911077487995,0.6363636363636364
type_size,"('eb', '대')",ex20,54,0.02979815943528583,-0.010323643313369752,0.06904976283214828,0.5454545454545454
type_size,"('eb', '대')",ex60,54,0.018910734715164888,-0.042979761442345846,0.07853060475279655,0.45454545454545453
type_size,"('eb', '대')",raw20,54,0.018479569656327906,-0.02254145333221632,0.05812646334691848,0.4909090909090909
type_size,"('eb', '대')",exm20,54,0.0021553924778987483,-0.03826118464147484,0.04086897365595149,0.4909090909090909
type_size,"('eb', '대')",exm60,54,-0.04275949017279485,-0.105248330433234,0.019029603499042636,0.36363636363636365
type_size,"('paid_bonus_mix', '소')",pre20,5,-0.1698578294242895,-0.26552547669571813,-0.0787016107149288,0.0
type_size,"('paid_bonus_mix', '소')",react,5,-0.16529228861486506,-0.2265989978779074,-0.10446326153530057,0.0
type_size,"('paid_bonus_mix', '소')",ex5,5,-0.07625444864907448,-0.14370728059508098,-0.022100870681812303,0.2
type_size,"('paid_bonus_mix', '소')",ex20,5,-0.0948200372054891,-0.2070208915764679,0.059211786801189825,0.2
type_size,"('paid_bonus_mix', '소')",ex60,5,0.15285407259105482,-0.1481976261511201,0.5201419232658242,0.4
type_size,"('paid_bonus_mix', '소')",raw20,5,-0.13007983987379743,-0.28032991421470665,0.03877102151392233,0.2
type_size,"('paid_bonus_mix', '소')",exm20,5,-0.11657883967241525,-0.2312347052293621,0.03855856514554633,0.2
type_size,"('paid_bonus_mix', '소')",exm60,5,0.09449417694574237,-0.239330051061284,0.4878708494048576,0.4
type_size,"('paid_bonus_mix', '중')",pre20,11,0.08990361441093636,-0.11581870302436341,0.44608524640937963,0.18181818181818182
type_size,"('paid_bonus_mix', '중')",react,11,-0.022256869860269656,-0.1747787262024083,0.17794070489601227,0.18181818181818182
type_size,"('paid_bonus_mix', '중')",ex5,11,0.022245655037737885,-0.03524810453214369,0.08440910009268543,0.6363636363636364
type_size,"('paid_bonus_mix', '중')",ex20,11,0.039642568716815145,-0.09828330078346723,0.19042805675643656,0.5454545454545454
type_size,"('paid_bonus_mix', '중')",ex60,11,0.06445460924988872,-0.14422025223210297,0.27999580747505975,0.5454545454545454
type_size,"('paid_bonus_mix', '중')",raw20,11,-0.03144131345053858,-0.16081204162237933,0.12163324725364777,0.36363636363636365
type_size,"('paid_bonus_mix', '중')",exm20,11,0.01984924833257069,-0.11706364250134028,0.17534512604513047,0.36363636363636365
type_size,"('paid_bonus_mix', '중')",exm60,11,0.024747496550485693,-0.19362958596300503,0.24799790907698877,0.5454545454545454
type_size,"('paid_bonus_mix', '대')",pre20,9,-0.07907424904457033,-0.17590969820030325,0.04673530923228706,0.2222222222222222
type_size,"('paid_bonus_mix', '대')",react,9,-0.11318496860491097,-0.1542381572613981,-0.07820564178347823,0.1111111111111111
type_size,"('paid_bonus_mix', '대')",ex5,9,0.06911812860222905,0.032020271410387054,0.11336690195008124,1.0
type_size,"('paid_bonus_mix', '대')",ex20,9,0.19595459614188443,0.09237204566816003,0.31411236175413,0.8888888888888888
type_size,"('paid_bonus_mix', '대')",ex60,8,0.11000809288519789,-0.08938118365012945,0.36667894981248245,0.5555555555555556
type_size,"('paid_bonus_mix', '대')",raw20,9,0.1617822762639636,0.039463165784463065,0.2984327507347929,0.6666666666666666
type_size,"('paid_bonus_mix', '대')",exm20,9,0.16217696630141376,0.060917649637989645,0.2742542951764297,0.6666666666666666
type_size,"('paid_bonus_mix', '대')",exm60,8,0.07159897893192885,-0.13031645018825458,0.334922053872498,0.3333333333333333
type_size,"('paid_in', '소')",pre20,305,0.12513864863880608,0.08760578920546565,0.16254241344391396,0.6229508196721312
type_size,"('paid_in', '소')",react,305,0.03284063801323802,0.013530750294231515,0.0527879319763536,0.5114754098360655
type_size,"('paid_in', '소')",ex5,303,0.035542600976130136,0.011217076963780843,0.06209203812396277,0.4459016393442623
type_size,"('paid_in', '소')",ex20,297,0.03230055144079213,-0.003774016885594047,0.07103495246196881,0.4163934426229508
type_size,"('paid_in', '소')",ex60,278,0.006823841285322339,-0.051101401568036144,0.06594107666528384,0.31475409836065577
type_size,"('paid_in', '소')",raw20,297,0.006069443859425898,-0.030288450129058703,0.045898574823954444,0.36065573770491804
type_size,"('paid_in', '소')",exm20,297,0.006570512374410474,-0.02890539010534352,0.04469143118134245,0.3344262295081967
type_size,"('paid_in', '소')",exm60,278,-0.04982733216179145,-0.1087667074804459,0.007549952980714207,0.2360655737704918
type_size,"('paid_in', '중')",pre20,179,0.14230177856337548,0.10018163752707376,0.18750872833000592,0.6312849162011173
type_size,"('paid_in', '중')",react,179,0.01062060994559588,-0.009440586621402763,0.03162125466171434,0.553072625698324
type_size,"('paid_in', '중')",ex5,177,0.003182658737169427,-0.013942513727512163,0.02017075953498226,0.3854748603351955
type_size,"('paid_in', '중')",ex20,176,0.0010499222881507097,-0.027803783573905113,0.029176219862602378,0.3687150837988827
type_size,"('paid_in', '중')",ex60,170,-0.014393592149236025,-0.06739647419502336,0.05266206532878226,0.329608938547486
type_size,"('paid_in', '중')",raw20,176,-0.026696653351717014,-0.05631684687016617,0.0032781008967498193,0.31843575418994413
type_size,"('paid_in', '중')",exm20,176,-0.023684300818500217,-0.05247159861136898,0.0046360960906649635,0.31843575418994413
type_size,"('paid_in', '중')",exm60,170,-0.0641788865600924,-0.11765740073759556,0.0020887140321007554,0.2849162011173184
type_size,"('paid_in', '대')",pre20,141,0.0500850979968888,0.015856765063742066,0.08772147432393264,0.5460992907801419
type_size,"('paid_in', '대')",react,141,-0.01677111634744413,-0.03709920792988325,0.0033087562290610895,0.425531914893617
type_size,"('paid_in', '대')",ex5,140,0.006212606819721146,-0.010428241387907173,0.02119699252091655,0.5177304964539007
type_size,"('paid_in', '대')",ex20,139,0.018909990826445452,-0.01684019930679982,0.05082091241732152,0.475177304964539
type_size,"('paid_in', '대')",ex60,134,-0.004940757775950122,-0.057561906474207364,0.05492548917198445,0.40425531914893614
type_size,"('paid_in', '대')",raw20,139,-0.010858380556937292,-0.05015164557752298,0.025013973339150047,0.41843971631205673
type_size,"('paid_in', '대')",exm20,139,-0.004244704290888232,-0.03880235831694656,0.027290209785754097,0.4397163120567376
type_size,"('paid_in', '대')",exm60,134,-0.05384830287219167,-0.10609997385909907,0.005184413465878517,0.3546099290780142
type_size,"('reduction', '소')",pre20,46,-0.09517220513847927,-0.1617403916138753,-0.028683249994019236,0.34782608695652173
type_size,"('reduction', '소')",react,46,-0.13059275008912907,-0.16637119012582596,-0.09073871897090433,0.15217391304347827
type_size,"('reduction', '소')",ex5,46,0.031152087466984855,-0.010723425736201235,0.07609958420279692,0.43478260869565216
type_size,"('reduction', '소')",ex20,46,0.008552487881768725,-0.06294774471649454,0.07742300558158698,0.41304347826086957
type_size,"('reduction', '소')",ex60,41,0.30746099364044727,0.031042818961049063,0.6907901284058886,0.3695652173913043
type_size,"('reduction', '소')",raw20,46,-0.014347361812350395,-0.08594003123411999,0.056587114787854484,0.34782608695652173
type_size,"('reduction', '소')",exm20,46,-0.023262753005143827,-0.09512983386413315,0.045004216032044575,0.34782608695652173
type_size,"('reduction', '소')",exm60,41,0.24274451175061018,-0.035398745148618585,0.6262639800072394,0.30434782608695654
type_size,"('reduction', '중')",pre20,14,-0.005314474131674292,-0.046207016219905556,0.03824012117064174,0.5
type_size,"('reduction', '중')",react,14,-0.009126021131304332,-0.08672890359426516,0.04151718587357156,0.5714285714285714
type_size,"('reduction', '중')",ex5,14,0.04053425316371225,0.009033363132269179,0.08365109327474785,0.6428571428571429
type_size,"('reduction', '중')",ex20,14,0.026825225173258353,-0.028250802804287968,0.09498869353303434,0.5
type_size,"('reduction', '중')",ex60,14,0.10228624099164232,-0.04832434792219437,0.2675049396340402,0.35714285714285715
type_size,"('reduction', '중')",raw20,14,-0.03935414360937382,-0.08575232617597117,0.023657459800410598,0.2857142857142857
type_size,"('reduction', '중')",exm20,14,-0.0031223168284041825,-0.060038919437451835,0.06573308116589825,0.5
type_size,"('reduction', '중')",exm60,14,0.028764679211501283,-0.11860517458573956,0.19421609627419387,0.21428571428571427
type_size,"('reduction', '대')",pre20,36,0.05900936173341963,0.00793734428027444,0.1123981990344658,0.5555555555555556
type_size,"('reduction', '대')",react,36,0.02907602733493211,-0.00040317248443495914,0.0602155455156811,0.4722222222222222
type_size,"('reduction', '대')",ex5,36,-0.007006470341230293,-0.029166350189581164,0.01904006944904218,0.4166666666666667
type_size,"('reduction', '대')",ex20,36,0.025105547485217553,-0.0181461494896892,0.07834929615855508,0.5
type_size,"('reduction', '대')",ex60,36,0.08618776490923755,0.010334513185274999,0.18661612946561704,0.6666666666666666
type_size,"('reduction', '대')",raw20,36,-0.030119337480721067,-0.07002332909134464,0.019673995891880937,0.25
type_size,"('reduction', '대')",exm20,36,-0.004924598667530722,-0.04735529374282973,0.04942233925043978,0.3611111111111111
type_size,"('reduction', '대')",exm60,36,0.015935358951275878,-0.054320795348210396,0.11451718760905817,0.4444444444444444
type_quiet,"('bonus', '하위50')",pre20,84,0.20397570279652402,0.14180272440396033,0.27101741241228605,0.7738095238095238
type_quiet,"('bonus', '하위50')",react,84,0.10541004990366057,0.07497009452586025,0.13816208604422567,0.8095238095238095
type_quiet,"('bonus', '하위50')",ex5,84,0.014032971656061518,-0.025782064311364046,0.04817591990478948,0.6190476190476191
type_quiet,"('bonus', '하위50')",ex20,84,0.0683862040126576,0.00829230597783314,0.1321226359461548,0.5119047619047619
type_quiet,"('bonus', '하위50')",ex60,77,-0.022200302356703745,-0.09910624195778367,0.064091448014399,0.3333333333333333
type_quiet,"('bonus', '하위50')",raw20,84,0.04216590749231678,-0.018515175076211306,0.10626354624964442,0.5238095238095238
type_quiet,"('bonus', '하위50')",exm20,84,0.04603015649357661,-0.01320544256295268,0.10858921711914626,0.4880952380952381
type_quiet,"('bonus', '하위50')",exm60,77,-0.07611053527710665,-0.1517477535211852,0.010461380091262504,0.2976190476190476
type_quiet,"('bonus', '50~80')",pre20,23,0.06711130759281998,0.00922685726371208,0.12159265494698848,0.6956521739130435
type_quiet,"('bonus', '50~80')",react,23,0.07989859266783124,0.04384134206557696,0.11998705431210409,0.8260869565217391
type_quiet,"('bonus', '50~80')",ex5,23,-0.001439185890296672,-0.04926608831712729,0.033687710828903164,0.6956521739130435
type_quiet,"('bonus', '50~80')",ex20,23,0.000621597018995786,-0.07604522524076048,0.07582392052989054,0.5217391304347826
type_quiet,"('bonus', '50~80')",ex60,22,-0.0127016622156227,-0.08477239849151312,0.06244919283203817,0.4782608695652174
type_quiet,"('bonus', '50~80')",raw20,23,-0.026278819002994076,-0.10094509179870859,0.04361980726952037,0.34782608695652173
type_quiet,"('bonus', '50~80')",exm20,23,-0.024246272923215732,-0.10284459058795843,0.053375139647821965,0.391304347826087
type_quiet,"('bonus', '50~80')",exm60,22,-0.07383534002710271,-0.1482472038808821,0.002971576548571191,0.391304347826087
type_quiet,"('bonus', '상위20')",pre20,12,0.04268462016074911,0.006310213097042706,0.08108042648964305,0.75
type_quiet,"('bonus', '상위20')",react,12,0.031883884003297926,0.01875704675269839,0.04774315519513418,0.9166666666666666
